r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMRESHEBIO,RESHEL,2026,98.2455
RE1,DEMRESHEBIO,RESHEL,2027,99.9472
RE1,DEMRESHEBIO,RESHEL,2028,101.6457
RE1,DEMRESHEBIO,RESHEL,2029,103.3411
RE1,DEMRESHEBIO,RESHEL,2030,105.0337
RE1,DEMRESHEBIO,RESHEL,2031,106.5837
RE1,DEMRESHEBIO,RESHEL,2032,108.1291
RE1,DEMRESHEBIO,RESHEL,2033,109.6701
RE1,DEMRESHEBIO,RESHEL,2034,111.2069
RE1,DEMRESHEBIO,RESHEL,2035,109.0965
RE1,DEMRESHEBIO,RESHEL,2036,107.5271
RE1,DEMRESHEBIO,RESHEL,2037,105.9614
RE1,DEMRESHEBIO,RESHEL,2038,104.3992
RE1,DEMRESHEBIO,RESHEL,2039,102.8402
RE1,DEMRESHEBIO,RESHEL,2040,93.3741
RE1,DEMRESHEBIO,RESHEL,2041,96.7943
RE1,DEMRESHEBIO,RESHEL,2042,97.8774
RE1,DEMRESHEBIO,RESHEL,2043,96.1789
RE1,DEMRESHEBIO,RESHEL,2044,94.4835
RE1,DEMRESHEBIO,RESHEL,2045,8.2226
RE1,DEMRESHEBIO,RESHEL,2046,6.6726
RE1,DEMRESHEBIO,RESHEL,2047,5.1272
RE1,DEMRESHEBIO,RESHEL,2048,3.5862
RE1,DEMRESHEBIO,RESHEL,2068,13.6766
RE1,DEMRESHEBIO,RESHEL,2069,14.8505
RE1,DEMRESHEEL,RESHEL,2035,3.6432
RE1,DEMRESHEEL,RESHEL,2036,6.5465
RE1,DEMRESHEEL,RESHEL,2037,9.4439
RE1,DEMRESHEEL,RESHEL,2038,12.3357
RE1,DEMRESHEEL,RESHEL,2039,15.2221
RE1,DEMRESHEEL,RESHEL,2040,26.0137
RE1,DEMRESHEEL,RESHEL,2041,23.9168
RE1,DEMRESHEEL,RESHEL,2042,24.1556
RE1,DEMRESHEEL,RESHEL,2043,27.1745
RE1,DEMRESHEEL,RESHEL,2044,30.189
RE1,DEMRESHEEL,RESHEL,2045,117.7675
RE1,DEMRESHEEL,RESHEL,2046,120.3161
RE1,DEMRESHEEL,RESHEL,2047,122.8595
RE1,DEMRESHEEL,RESHEL,2048,125.3978
RE1,DEMRESHEEL,RESHEL,2049,129.9808
RE1,DEMRESHEEL,RESHEL,2050,130.9771
RE1,DEMRESHEEL,RESHEL,2051,131.9979
RE1,DEMRESHEEL,RESHEL,2052,133.0267
RE1,DEMRESHEEL,RESHEL,2053,134.0635
RE1,DEMRESHEEL,RESHEL,2054,135.1084
RE1,DEMRESHEEL,RESHEL,2055,136.1614
RE1,DEMRESHEEL,RESHEL,2056,137.2226
RE1,DEMRESHEEL,RESHEL,2057,138.2921
RE1,DEMRESHEEL,RESHEL,2058,139.37
RE1,DEMRESHEEL,RESHEL,2059,140.4562
RE1,DEMRESHEEL,RESHEL,2060,141.5509
RE1,DEMRESHEEL,RESHEL,2061,142.6542
RE1,DEMRESHEEL,RESHEL,2062,143.766
RE1,DEMRESHEEL,RESHEL,2063,144.8866
RE1,DEMRESHEEL,RESHEL,2064,146.0158
RE1,DEMRESHEEL,RESHEL,2065,147.1538
RE1,DEMRESHEEL,RESHEL,2066,148.3007
RE1,DEMRESHEEL,RESHEL,2067,149.4566
RE1,DEMRESHEEL,RESHEL,2068,136.9449
RE1,DEMRESHEEL,RESHEL,2069,136.9449
RE1,DEMRESHEEL,RESHEL,2070,152.9785
RE1,DEMTRABUSELC,TRABUS,2050,706.5206
RE1,DEMTRABUSELC,TRABUS,2051,711.9011
RE1,DEMTRABUSELC,TRABUS,2052,717.3231
RE1,DEMTRABUSELC,TRABUS,2053,722.7871
RE1,DEMTRABUSELC,TRABUS,2054,728.2934
RE1,DEMTRABUSELC,TRABUS,2055,733.8422
RE1,DEMTRABUSELC,TRABUS,2056,739.434
RE1,DEMTRABUSELC,TRABUS,2057,745.069
RE1,DEMTRABUSELC,TRABUS,2058,750.7477
RE1,DEMTRABUSELC,TRABUS,2059,756.4703
RE1,DEMTRABUSELC,TRABUS,2060,762.2371
RE1,DEMTRABUSELC,TRABUS,2061,768.0486
RE1,DEMTRABUSELC,TRABUS,2062,773.9051
RE1,DEMTRABUSELC,TRABUS,2063,779.8069
RE1,DEMTRABUSELC,TRABUS,2064,785.7544
RE1,DEMTRABUSELC,TRABUS,2065,791.7479
RE1,DEMTRABUSELC,TRABUS,2066,797.7879
RE1,DEMTRABUSELC,TRABUS,2067,803.8745
RE1,DEMTRABUSELC,TRABUS,2068,810.0083
RE1,DEMTRABUSELC,TRABUS,2069,816.1896
RE1,DEMTRABUSELC,TRABUS,2070,822.4188
RE1,DEMTRABUSGSL,TRABUS,2015,424.8035
RE1,DEMTRABUSGSL,TRABUS,2016,441.0859
RE1,DEMTRABUSGSL,TRABUS,2017,451.2263
RE1,DEMTRABUSGSL,TRABUS,2018,462.1623
RE1,DEMTRABUSGSL,TRABUS,2019,472.7286
RE1,DEMTRABUSGSL,TRABUS,2020,483.2925
RE1,DEMTRABUSGSL,TRABUS,2021,491.7318
RE1,DEMTRABUSGSL,TRABUS,2022,500.1694
RE1,DEMTRABUSGSL,TRABUS,2023,508.6055
RE1,DEMTRABUSGSL,TRABUS,2024,517.0401
RE1,DEMTRABUSGSL,TRABUS,2025,525.4732
RE1,DEMTRABUSGSL,TRABUS,2026,534.866
RE1,DEMTRABUSGSL,TRABUS,2027,544.2573
RE1,DEMTRABUSGSL,TRABUS,2028,553.647
RE1,DEMTRABUSGSL,TRABUS,2029,563.0354
RE1,DEMTRABUSGSL,TRABUS,2030,572.4224
RE1,DEMTRABUSGSL,TRABUS,2031,580.19
RE1,DEMTRABUSGSL,TRABUS,2032,587.9555
RE1,DEMTRABUSGSL,TRABUS,2033,595.719
RE1,DEMTRABUSGSL,TRABUS,2034,603.4805
RE1,DEMTRABUSGSL,TRABUS,2035,611.2403
RE1,DEMTRABUSGSL,TRABUS,2036,618.3143
RE1,DEMTRABUSGSL,TRABUS,2037,625.3873
RE1,DEMTRABUSGSL,TRABUS,2038,632.4593
RE1,DEMTRABUSGSL,TRABUS,2039,639.5304
RE1,DEMTRABUSGSL,TRABUS,2040,646.6006
RE1,DEMTRABUSGSL,TRABUS,2041,653.3281
RE1,DEMTRABUSGSL,TRABUS,2042,660.0549
RE1,DEMTRABUSGSL,TRABUS,2043,666.7811
RE1,DEMTRABUSGSL,TRABUS,2044,673.5066
RE1,DEMTRABUSGSL,TRABUS,2045,680.2316
RE1,DEMTRABUSGSL,TRABUS,2046,685.4899
RE1,DEMTRABUSGSL,TRABUS,2047,690.748
RE1,DEMTRABUSGSL,TRABUS,2048,696.0058
RE1,DEMTRABUSGSL,TRABUS,2049,701.2633
RE1,DEMTRACARELC,TRACAR,2049,6.1101
RE1,DEMTRACARELC,TRACAR,2050,821.0916
RE1,DEMTRACARELC,TRACAR,2051,827.3445
RE1,DEMTRACARELC,TRACAR,2052,833.6458
RE1,DEMTRACARELC,TRACAR,2053,839.9959
RE1,DEMTRACARELC,TRACAR,2054,846.395
RE1,DEMTRACARELC,TRACAR,2055,852.8437
RE1,DEMTRACARELC,TRACAR,2056,859.3423
RE1,DEMTRACARELC,TRACAR,2057,865.8911
RE1,DEMTRACARELC,TRACAR,2058,872.4906
RE1,DEMTRACARELC,TRACAR,2059,879.1412
RE1,DEMTRACARELC,TRACAR,2060,885.8432
RE1,DEMTRACARELC,TRACAR,2061,892.5971
RE1,DEMTRACARELC,TRACAR,2062,899.4033
RE1,DEMTRACARELC,TRACAR,2063,906.2621
RE1,DEMTRACARELC,TRACAR,2064,913.1741
RE1,DEMTRACARELC,TRACAR,2065,920.1395
RE1,DEMTRACARELC,TRACAR,2066,927.1589
RE1,DEMTRACARELC,TRACAR,2067,934.2326
RE1,DEMTRACARELC,TRACAR,2068,941.3611
RE1,DEMTRACARELC,TRACAR,2069,948.5448
RE1,DEMTRACARELC,TRACAR,2070,955.7841
RE1,DEMTRACARGSL,TRACAR,2015,493.6906
RE1,DEMTRACARGSL,TRACAR,2016,512.6133
RE1,DEMTRACARGSL,TRACAR,2017,524.3982
RE1,DEMTRACARGSL,TRACAR,2018,537.1076
RE1,DEMTRACARGSL,TRACAR,2019,549.3873
RE1,DEMTRACARGSL,TRACAR,2020,561.6643
RE1,DEMTRACARGSL,TRACAR,2021,571.4721
RE1,DEMTRACARGSL,TRACAR,2022,581.278
RE1,DEMTRACARGSL,TRACAR,2023,591.082
RE1,DEMTRACARGSL,TRACAR,2024,600.8844
RE1,DEMTRACARGSL,TRACAR,2025,610.6851
RE1,DEMTRACARGSL,TRACAR,2026,621.601
RE1,DEMTRACARGSL,TRACAR,2027,632.5152
RE1,DEMTRACARGSL,TRACAR,2028,643.4276
RE1,DEMTRACARGSL,TRACAR,2029,654.3384
RE1,DEMTRACARGSL,TRACAR,2030,665.2477
RE1,DEMTRACARGSL,TRACAR,2031,674.2749
RE1,DEMTRACARGSL,TRACAR,2032,683.2997
RE1,DEMTRACARGSL,TRACAR,2033,692.322
RE1,DEMTRACARGSL,TRACAR,2034,701.3422
RE1,DEMTRACARGSL,TRACAR,2035,710.3603
RE1,DEMTRACARGSL,TRACAR,2036,718.5815
RE1,DEMTRACARGSL,TRACAR,2037,726.8015
RE1,DEMTRACARGSL,TRACAR,2038,735.0203
RE1,DEMTRACARGSL,TRACAR,2039,743.238
RE1,DEMTRACARGSL,TRACAR,2040,751.4547
RE1,DEMTRACARGSL,TRACAR,2041,759.2732
RE1,DEMTRACARGSL,TRACAR,2042,767.0908
RE1,DEMTRACARGSL,TRACAR,2043,774.9078
RE1,DEMTRACARGSL,TRACAR,2044,782.7239
RE1,DEMTRACARGSL,TRACAR,2045,790.5394
RE1,DEMTRACARGSL,TRACAR,2046,796.6505
RE1,DEMTRACARGSL,TRACAR,2047,802.7612
RE1,DEMTRACARGSL,TRACAR,2048,808.8716
RE1,DEMTRACARGSL,TRACAR,2049,808.8716
RE1,DEMTRAEVC,ELCEV,2024,310.224
RE1,DEMTRAEVC,ELCEV,2025,315.2839
RE1,DEMTRAEVC,ELCEV,2026,320.9196
RE1,DEMTRAEVC,ELCEV,2027,326.5544
RE1,DEMTRAEVC,ELCEV,2028,332.1882
RE1,DEMTRAEVC,ELCEV,2029,337.8212
RE1,DEMTRAEVC,ELCEV,2030,343.4535
RE1,DEMTRAEVC,ELCEV,2031,348.114
RE1,DEMTRAEVC,ELCEV,2032,352.7733
RE1,DEMTRAEVC,ELCEV,2033,357.4314
RE1,DEMTRAEVC,ELCEV,2034,362.0883
RE1,DEMTRAEVC,ELCEV,2035,366.7442
RE1,DEMTRAEVC,ELCEV,2036,370.9886
RE1,DEMTRAEVC,ELCEV,2037,375.2324
RE1,DEMTRAEVC,ELCEV,2038,379.4756
RE1,DEMTRAEVC,ELCEV,2039,383.7183
RE1,DEMTRAEVC,ELCEV,2040,387.9604
RE1,DEMTRAEVC,ELCEV,2041,391.9969
RE1,DEMTRAEVC,ELCEV,2042,396.033
RE1,DEMTRAEVC,ELCEV,2043,400.0686
RE1,DEMTRAEVC,ELCEV,2044,404.104
RE1,DEMTRAEVC,ELCEV,2045,408.1389
RE1,DEMTRAEVC,ELCEV,2046,411.2939
RE1,DEMTRAEVC,ELCEV,2047,414.4488
RE1,DEMTRAEVC,ELCEV,2048,417.6035
RE1,DEMTRAEVC,ELCEV,2049,427.5403
RE1,DEMTRAEVC,ELCEV,2050,2119.562
RE1,DEMTRAEVC,ELCEV,2051,2135.7033
RE1,DEMTRAEVC,ELCEV,2052,2151.9695
RE1,DEMTRAEVC,ELCEV,2053,2168.3614
RE1,DEMTRAEVC,ELCEV,2054,2184.8801
RE1,DEMTRAEVC,ELCEV,2055,2201.5267
RE1,DEMTRAEVC,ELCEV,2056,2218.3021
RE1,DEMTRAEVC,ELCEV,2057,2235.2072
RE1,DEMTRAEVC,ELCEV,2058,2252.2431
RE1,DEMTRAEVC,ELCEV,2059,2269.4109
RE1,DEMTRAEVC,ELCEV,2060,2286.7115
RE1,DEMTRAEVC,ELCEV,2061,2304.146
RE1,DEMTRAEVC,ELCEV,2062,2321.7155
RE1,DEMTRAEVC,ELCEV,2063,2339.4208
RE1,DEMTRAEVC,ELCEV,2064,2357.2633
RE1,DEMTRAEVC,ELCEV,2065,2375.2439
RE1,DEMTRAEVC,ELCEV,2066,2393.3637
RE1,DEMTRAEVC,ELCEV,2067,2411.6237
RE1,DEMTRAEVC,ELCEV,2068,2430.0252
RE1,DEMTRAEVC,ELCEV,2069,2448.569
RE1,DEMTRAEVC,ELCEV,2070,2467.2565
RE1,DEMTRAMCYELC,TRAMCY,2024,279.4811
RE1,DEMTRAMCYELC,TRAMCY,2025,284.0395
RE1,DEMTRAMCYELC,TRAMCY,2026,289.1168
RE1,DEMTRAMCYELC,TRAMCY,2027,294.1931
RE1,DEMTRAMCYELC,TRAMCY,2028,299.2687
RE1,DEMTRAMCYELC,TRAMCY,2029,304.3434
RE1,DEMTRAMCYELC,TRAMCY,2030,309.4176
RE1,DEMTRAMCYELC,TRAMCY,2031,313.6162
RE1,DEMTRAMCYELC,TRAMCY,2032,317.8138
RE1,DEMTRAMCYELC,TRAMCY,2033,322.0103
RE1,DEMTRAMCYELC,TRAMCY,2034,326.2057
RE1,DEMTRAMCYELC,TRAMCY,2035,330.4001
RE1,DEMTRAMCYELC,TRAMCY,2036,334.2239
RE1,DEMTRAMCYELC,TRAMCY,2037,338.0472
RE1,DEMTRAMCYELC,TRAMCY,2038,341.8699
RE1,DEMTRAMCYELC,TRAMCY,2039,345.6921
RE1,DEMTRAMCYELC,TRAMCY,2040,349.5138
RE1,DEMTRAMCYELC,TRAMCY,2041,353.1503
RE1,DEMTRAMCYELC,TRAMCY,2042,356.7864
RE1,DEMTRAMCYELC,TRAMCY,2043,360.4222
RE1,DEMTRAMCYELC,TRAMCY,2044,364.0576
RE1,DEMTRAMCYELC,TRAMCY,2045,367.6927
RE1,DEMTRAMCYELC,TRAMCY,2046,370.5351
RE1,DEMTRAMCYELC,TRAMCY,2047,373.3773
RE1,DEMTRAMCYELC,TRAMCY,2048,376.2193
RE1,DEMTRAMCYELC,TRAMCY,2049,379.0613
RE1,DEMTRAMCYELC,TRAMCY,2050,381.903
RE1,DEMTRAMCYELC,TRAMCY,2051,384.8114
RE1,DEMTRAMCYELC,TRAMCY,2052,387.7423
RE1,DEMTRAMCYELC,TRAMCY,2053,390.6957
RE1,DEMTRAMCYELC,TRAMCY,2054,393.6721
RE1,DEMTRAMCYELC,TRAMCY,2055,396.6715
RE1,DEMTRAMCYELC,TRAMCY,2056,399.6941
RE1,DEMTRAMCYELC,TRAMCY,2057,402.7401
RE1,DEMTRAMCYELC,TRAMCY,2058,405.8096
RE1,DEMTRAMCYELC,TRAMCY,2059,408.9029
RE1,DEMTRAMCYELC,TRAMCY,2060,412.0201
RE1,DEMTRAMCYELC,TRAMCY,2061,415.1614
RE1,DEMTRAMCYELC,TRAMCY,2062,418.3271
RE1,DEMTRAMCYELC,TRAMCY,2063,421.5173
RE1,DEMTRAMCYELC,TRAMCY,2064,424.7321
RE1,DEMTRAMCYELC,TRAMCY,2065,427.9718
RE1,DEMTRAMCYELC,TRAMCY,2066,431.2367
RE1,DEMTRAMCYELC,TRAMCY,2067,434.5268
RE1,DEMTRAMCYELC,TRAMCY,2068,437.8424
RE1,DEMTRAMCYELC,TRAMCY,2069,441.1836
RE1,DEMTRAMCYELC,TRAMCY,2070,444.5507
RE1,DEMTRAMCYGSL,TRAMCY,2015,229.6235
RE1,DEMTRAMCYGSL,TRAMCY,2016,238.4248
RE1,DEMTRAMCYGSL,TRAMCY,2017,243.9061
RE1,DEMTRAMCYGSL,TRAMCY,2018,249.8174
RE1,DEMTRAMCYGSL,TRAMCY,2019,255.529
RE1,DEMTRAMCYGSL,TRAMCY,2020,261.2392
RE1,DEMTRAMCYGSL,TRAMCY,2021,265.801
RE1,DEMTRAMCYGSL,TRAMCY,2022,270.3618
RE1,DEMTRAMCYGSL,TRAMCY,2023,274.9219
RE1,IMPLFO,LFO,2015,5550.7899
RE1,IMPLFO,LFO,2016,5742.9386
RE1,IMPLFO,LFO,2017,5873.1208
RE1,IMPLFO,LFO,2018,6018.0954
RE1,IMPLFO,LFO,2019,6157.2481
RE1,IMPLFO,LFO,2020,6296.354
RE1,IMPLFO,LFO,2021,6407.2812
RE1,IMPLFO,LFO,2022,6518.1765
RE1,IMPLFO,LFO,2023,4712.0635
RE1,IMPLFO,LFO,2024,5072.5822
RE1,IMPLFO,LFO,2025,5155.3183
RE1,IMPLFO,LFO,2026,5247.4693
RE1,IMPLFO,LFO,2027,5339.6051
RE1,IMPLFO,LFO,2028,5431.7263
RE1,IMPLFO,LFO,2029,5523.8338
RE1,IMPLFO,LFO,2030,5615.9284
RE1,IMPLFO,LFO,2031,5692.1349
RE1,IMPLFO,LFO,2032,5768.3205
RE1,IMPLFO,LFO,2033,5844.4863
RE1,IMPLFO,LFO,2034,5920.6333
RE1,IMPLFO,LFO,2035,5996.7626
RE1,IMPLFO,LFO,2036,6066.1647
RE1,IMPLFO,LFO,2037,6135.5566
RE1,IMPLFO,LFO,2038,6204.9389
RE1,IMPLFO,LFO,2039,6274.3118
RE1,IMPLFO,LFO,2040,6343.6757
RE1,IMPLFO,LFO,2041,6409.678
RE1,IMPLFO,LFO,2042,6475.6737
RE1,IMPLFO,LFO,2043,6541.663
RE1,IMPLFO,LFO,2044,6607.6461
RE1,IMPLFO,LFO,2045,6673.6232
RE1,IMPLFO,LFO,2046,6725.2119
RE1,IMPLFO,LFO,2047,6776.7979
RE1,IMPLFO,LFO,2048,6828.3813
RE1,IMPLFO,LFO,2049,6849.4115
RE1,IMPNGS,NGS,2015,416.8286
RE1,IMPNGS,NGS,2028,201.2197
RE1,IMPNGS,NGS,2029,220.2157
RE1,IMPNGS,NGS,2030,223.9701
RE1,IMPNGS,NGS,2031,300.8012
RE1,IMPNGS,NGS,2032,318.9954
RE1,IMPNGS,NGS,2033,337.1778
RE1,IMPNGS,NGS,2034,355.3483
RE1,IMPNGS,NGS,2035,373.507
RE1,IMPNGS,NGS,2036,389.215
RE1,IMPNGS,NGS,2037,427.6226
RE1,IMPNGS,NGS,2038,442.1662
RE1,IMPNGS,NGS,2039,456.7002
RE1,IMPNGS,NGS,2040,471.2248
RE1,IMPNGS,NGS,2041,485.4331
RE1,IMPNGS,NGS,2042,511.3377
RE1,IMPNGS,NGS,2043,525.5275
RE1,IMPNGS,NGS,2044,539.7081
RE1,IMPNGS,NGS,2045,553.8794
RE1,IMPNGS,NGS,2046,570.7053
RE1,IMPNGS,NGS,2047,590.7183
RE1,IMPNGS,NGS,2048,604.4215
RE1,IMPNGS,NGS,2049,620.155
RE1,IMPNGS,NGS,2050,1320.2209
RE1,IMPNGS,NGS,2051,1339.3959
RE1,IMPNGS,NGS,2052,1355.2015
RE1,IMPNGS,NGS,2053,1371.1654
RE1,IMPNGS,NGS,2054,1387.289
RE1,IMPNGS,NGS,2055,1403.5741
RE1,IMPNGS,NGS,2056,1420.0223
RE1,IMPNGS,NGS,2057,1436.6353
RE1,IMPNGS,NGS,2058,1453.4147
RE1,IMPNGS,NGS,2059,1477.1659
RE1,IMPNGS,NGS,2060,1486.7103
RE1,IMPNGS,NGS,2061,1504.7692
RE1,IMPNGS,NGS,2062,1522.2319
RE1,IMPNGS,NGS,2063,1539.8698
RE1,IMPNGS,NGS,2064,1561.8175
RE1,IMPNGS,NGS,2065,1579.8113
RE1,IMPNGS,NGS,2066,1597.9858
RE1,IMPNGS,NGS,2067,1616.343
RE1,IMPNGS,NGS,2068,1634.8845
RE1,IMPNGS,NGS,2069,1653.6124
RE1,INDENEFFDP,INDELC,2024,452.887
RE1,INDENEFFDP,INDELC,2025,462.8623
RE1,INDENEFFDP,INDELC,2026,478.3399
RE1,INDENEFFDP,INDELC,2027,491.5592
RE1,INDENEFFDP,INDELC,2028,504.7785
RE1,INDENEFFDP,INDELC,2029,515.4829
RE1,INDENEFFDP,INDELC,2030,528.638
RE1,INDENEFFDP,INDELC,2031,543.6743
RE1,INDENEFFDP,INDELC,2032,558.7105
RE1,INDENEFFDP,INDELC,2033,573.7466
RE1,INDENEFFDP,INDELC,2034,588.7828
RE1,INDENEFFDP,INDELC,2035,603.819
RE1,INDENEFFDP,INDELC,2036,615.9242
RE1,INDENEFFDP,INDELC,2037,628.0293
RE1,INDENEFFDP,INDELC,2038,640.1345
RE1,INDENEFFDP,INDELC,2039,652.2396
RE1,INDENEFFDP,INDELC,2040,664.3448
RE1,INDENEFFDP,INDELC,2041,676.1987
RE1,INDENEFFDP,INDELC,2042,688.0524
RE1,INDENEFFDP,INDELC,2043,699.9063
RE1,INDENEFFDP,INDELC,2044,711.7601
RE1,INDENEFFDP,INDELC,2045,723.6139
RE1,INDENEFFDP,INDELC,2046,731.8678
RE1,INDENEFFDP,INDELC,2047,740.1217
RE1,INDENEFFDP,INDELC,2048,748.3755
RE1,INDENEFFDP,INDELC,2049,756.6295
RE1,INDENEFFDP,INDELC,2050,764.8834
RE1,INDENEFFDP,INDELC,2051,773.4155
RE1,INDENEFFDP,INDELC,2052,782.0428
RE1,INDENEFFDP,INDELC,2053,790.7664
RE1,INDENEFFDP,INDELC,2054,799.5872
RE1,INDENEFFDP,INDELC,2055,808.5065
RE1,INDENEFFDP,INDELC,2056,817.5253
RE1,INDENEFFDP,INDELC,2057,826.6446
RE1,INDENEFFDP,INDELC,2058,835.8657
RE1,INDENEFFDP,INDELC,2059,818.8928
RE1,INDENEFFDP,INDELC,2060,858.7871
RE1,INDENEFFDP,INDELC,2061,864.1508
RE1,INDENEFFDP,INDELC,2062,873.7903
RE1,INDENEFFDP,INDELC,2063,883.5373
RE1,INDENEFFDP,INDELC,2064,893.393
RE1,INDENEFFDP,INDELC,2065,903.3587
RE1,INDENEFFDP,INDELC,2066,913.4355
RE1,INDENEFFDP,INDELC,2067,923.6247
RE1,INDENEFFDP,INDELC,2068,933.9276
RE1,INDENEFFDP,INDELC,2069,944.3455
RE1,INDENEFFDP,INDELC,2070,871.6416
RE1,MINBIO,BIO,2015,1083.1531
RE1,MINBIO,BIO,2016,1039.3006
RE1,MINBIO,BIO,2017,1077.9026
RE1,MINBIO,BIO,2018,1116.6381
RE1,MINBIO,BIO,2019,1137.3915
RE1,MINBIO,BIO,2020,1170.5173
RE1,MINBIO,BIO,2021,1197.7543
RE1,MINBIO,BIO,2022,1212.6691
RE1,MINBIO,BIO,2023,1227.5592
RE1,MINBIO,BIO,2024,963.8039
RE1,MINBIO,BIO,2025,848.8317
RE1,MINBIO,BIO,2026,859.4805
RE1,MINBIO,BIO,2027,870.0134
RE1,MINBIO,BIO,2028,880.5287
RE1,MINBIO,BIO,2029,891.9633
RE1,MINBIO,BIO,2030,887.2653
RE1,MINBIO,BIO,2031,825.8804
RE1,MINBIO,BIO,2032,836.1042
RE1,MINBIO,BIO,2033,846.309
RE1,MINBIO,BIO,2034,856.4958
RE1,MINBIO,BIO,2035,852.7711
RE1,MINBIO,BIO,2036,849.92
RE1,MINBIO,BIO,2037,842.1677
RE1,MINBIO,BIO,2038,831.7568
RE1,MINBIO,BIO,2039,821.3599
RE1,MINBIO,BIO,2040,760.6672
RE1,MINBIO,BIO,2041,785.9156
RE1,MINBIO,BIO,2042,788.0381
RE1,MINBIO,BIO,2043,776.5903
RE1,MINBIO,BIO,2044,765.1557
RE1,MINBIO,BIO,2045,84.958
RE1,MINBIO,BIO,2046,62.1597
RE1,MINBIO,BIO,2047,40.5625
RE1,MINBIO,BIO,2048,24.1316
RE1,MINBIO,BIO,2049,10.2945
RE1,MINBIO,BIO,2050,5.1232
RE1,MINBIO,BIO,2068,69.6342
RE1,MINBIO,BIO,2069,172.9362
RE1,MINCOA,COA,2015,1201.8754
RE1,MINCOA,COA,2016,1120.3443
RE1,MINCOA,COA,2017,1132.6138
RE1,MINCOA,COA,2018,1566.9787
RE1,MINCOA,COA,2019,1583.6155
RE1,MINCOA,COA,2020,1600.2271
RE1,MINCOA,COA,2021,1611.7534
RE1,MINCOA,COA,2022,1623.2625
RE1,MINCOA,COA,2023,1634.7555
RE1,MINCOA,COA,2024,1203.8198
RE1,MINCOA,COA,2025,1094.898
RE1,MINCOA,COA,2026,1110.3365
RE1,MINCOA,COA,2027,1122.9763
RE1,MINCOA,COA,2028,1135.6009
RE1,MINCOA,COA,2029,1124.8983
RE1,MINCOA,COA,2030,334.8636
RE1,MINCOA,COA,2031,317.7003
RE1,MINCOA,COA,2032,317.7003
RE1,MINCOA,COA,2033,317.7003
RE1,MINCOA,COA,2034,317.7003
RE1,MINCOA,COA,2035,317.7003
RE1,MINCOA,COA,2036,317.7003
RE1,MINCOA,COA,2037,266.3638
RE1,MINCOA,COA,2038,254.8709
RE1,MINCOA,COA,2039,243.3932
RE1,MINCOA,COA,2040,194.0097
RE1,MINCOA,COA,2041,194.0097
RE1,MINCOA,COA,2042,172.474
RE1,MINCOA,COA,2043,172.474
RE1,MINCOA,COA,2044,172.474
RE1,MINCOA,COA,2045,172.474
RE1,MINCOA,COA,2046,172.474
RE1,MINCOA,COA,2047,172.474
RE1,MINCOA,COA,2048,172.474
RE1,MINCOA,COA,2049,172.474
RE1,MINCOA,COA,2050,172.474
RE1,MINCOA,COA,2051,172.474
RE1,MINCOA,COA,2052,172.474
RE1,MINCOA,COA,2053,172.474
RE1,MINCOA,COA,2054,172.474
RE1,MINCOA,COA,2055,172.474
RE1,MINCOA,COA,2056,172.474
RE1,MINCOA,COA,2057,172.474
RE1,MINCOA,COA,2058,172.474
RE1,MINCOA,COA,2059,172.474
RE1,MINCOA,COA,2060,172.474
RE1,MINCOA,COA,2061,172.474
RE1,MINCOA,COA,2062,172.474
RE1,MINCOA,COA,2063,172.474
RE1,MINCOA,COA,2064,172.474
RE1,MINCOA,COA,2065,172.474
RE1,MINCOA,COA,2066,172.474
RE1,MINCOA,COA,2067,172.474
RE1,MINCOA,COA,2068,172.474
RE1,MINCOA,COA,2069,172.474
RE1,MINGEO,GEO,2024,1.4486
RE1,MINGEO,GEO,2025,1.4486
RE1,MINGEO,GEO,2026,1.4486
RE1,MINGEO,GEO,2027,1.4486
RE1,MINGEO,GEO,2028,1.4486
RE1,MINGEO,GEO,2029,1.4486
RE1,MINGEO,GEO,2030,1.4486
RE1,MINGEO,GEO,2031,1.4486
RE1,MINGEO,GEO,2032,1.4486
RE1,MINGEO,GEO,2033,1.4486
RE1,MINGEO,GEO,2034,1.4486
RE1,MINGEO,GEO,2035,1.4486
RE1,MINGEO,GEO,2036,1.4486
RE1,MINGEO,GEO,2037,1.4486
RE1,MINGEO,GEO,2038,1.4486
RE1,MINGEO,GEO,2039,1.4486
RE1,MINGEO,GEO,2040,1.4486
RE1,MINGEO,GEO,2041,1.4486
RE1,MINGEO,GEO,2042,1.4486
RE1,MINGEO,GEO,2043,1.4486
RE1,MINGEO,GEO,2044,1.4486
RE1,MINGEO,GEO,2045,1.4486
RE1,MINGEO,GEO,2046,1.4486
RE1,MINGEO,GEO,2047,1.4486
RE1,MINGEO,GEO,2048,1.4486
RE1,MINGEO,GEO,2049,1.4486
RE1,MINGEO,GEO,2050,1.4486
RE1,MINGEO,GEO,2051,1.4486
RE1,MINGEO,GEO,2052,1.4486
RE1,MINGEO,GEO,2053,1.2675
RE1,MINGEO,GEO,2054,1.4486
RE1,MINGEO,GEO,2055,1.4486
RE1,MINGEO,GEO,2056,1.4486
RE1,MINGEO,GEO,2057,1.4486
RE1,MINGEO,GEO,2058,1.4486
RE1,MINGEO,GEO,2059,1.4486
RE1,MINGEO,GEO,2060,1.4486
RE1,MINGEO,GEO,2061,1.4486
