r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,PWRWND001,1,2043,6.3851
RE1,PWRWND001,1,2044,6.3851
RE1,PWRWND001,1,2045,6.3851
RE1,PWRWND001,1,2046,6.3851
RE1,PWRWND001,1,2047,2.545
RE1,PWRWND001,1,2048,2.0079
RE1,PWRWND001,1,2049,2.0079
RE1,PWRWND001,1,2070,1303.2823
RE1,PWRSOL001S,1,2026,19.8172
RE1,PWRSOL001S,1,2027,56.9834
RE1,PWRSOL001S,1,2028,96.3473
RE1,PWRSOL001S,1,2029,194.3723
RE1,PWRSOL001S,1,2030,281.935
RE1,PWRSOL001S,1,2031,384.5911
RE1,PWRSOL001S,1,2032,422.6879
RE1,PWRSOL001S,1,2033,467.0613
RE1,PWRSOL001S,1,2034,569.4551
RE1,PWRSOL001S,1,2035,616.4968
RE1,PWRSOL001S,1,2036,652.9082
RE1,PWRSOL001S,1,2037,717.1196
RE1,PWRSOL001S,1,2038,743.3389
RE1,PWRSOL001S,1,2039,763.8563
RE1,PWRSOL001S,1,2040,1181.0994
RE1,PWRSOL001S,1,2041,1181.0994
RE1,PWRSOL001S,1,2042,1187.5495
RE1,PWRSOL001S,1,2043,1231.9309
RE1,PWRSOL001S,1,2044,1245.8613
RE1,PWRSOL001S,1,2045,1269.109
RE1,PWRSOL001S,1,2046,1286.6513
RE1,PWRSOL001S,1,2047,1306.2015
RE1,PWRSOL001S,1,2048,1321.876
RE1,PWRSOL001S,1,2049,1335.1651
RE1,PWRSOL001S,1,2050,2945.8398
RE1,PWRSOL001S,1,2051,2997.7862
RE1,PWRSOL001S,1,2052,3024.3614
RE1,PWRSOL001S,1,2053,3051.1724
RE1,PWRSOL001S,1,2054,3091.1847
RE1,PWRSOL001S,1,2055,3228.1068
RE1,PWRSOL001S,1,2056,3255.6384
RE1,PWRSOL001S,1,2057,3283.4148
RE1,PWRSOL001S,1,2058,3311.438
RE1,PWRSOL001S,1,2059,3348.3267
RE1,PWRSOL001S,1,2060,3359.0188
RE1,PWRSOL001S,1,2061,3397.0119
RE1,PWRSOL001S,1,2062,3426.0457
RE1,PWRSOL001S,1,2063,3455.3379
RE1,PWRSOL001S,1,2064,3484.8911
RE1,PWRSOL001S,1,2065,3496.9163
RE1,PWRSOL001S,1,2066,3509.5975
RE1,PWRSOL001S,1,2067,3523.3301
RE1,PWRSOL001S,1,2068,3506.496
RE1,PWRSOL001S,1,2069,3485.9786
RE1,PWRSOL001S,1,2070,3068.7355
RE1,PWRTRNIMP,1,2015,52.0
RE1,PWRTRNIMP,1,2016,71.0
RE1,PWRTRNIMP,1,2017,88.0
RE1,PWRTRNIMP,1,2018,96.0
RE1,PWRTRNIMP,1,2019,96.0
RE1,PWRTRNIMP,1,2020,96.0
RE1,PWRTRNIMP,1,2021,96.0
RE1,PWRTRNIMP,1,2022,96.0
RE1,PWRTRNIMP,1,2023,96.0
RE1,PWRTRNIMP,1,2024,96.0
RE1,PWRTRNIMP,1,2025,96.0
RE1,PWRTRNIMP,1,2026,96.0
RE1,PWRTRNIMP,1,2027,96.0
RE1,PWRTRNIMP,1,2028,96.0
RE1,PWRTRNIMP,1,2029,96.0
RE1,PWRTRNIMP,1,2030,96.0
RE1,PWRTRNIMP,1,2031,96.0
RE1,PWRTRNIMP,1,2032,96.0
RE1,PWRTRNIMP,1,2033,96.0
RE1,PWRTRNIMP,1,2034,96.0
RE1,PWRTRNIMP,1,2035,96.0
RE1,PWRTRNIMP,1,2036,96.0
RE1,PWRTRNIMP,1,2037,96.0
RE1,PWRTRNIMP,1,2038,96.0
RE1,PWRTRNIMP,1,2039,96.0
RE1,PWRTRNIMP,1,2040,96.0
RE1,PWRTRNIMP,1,2041,96.0
RE1,PWRTRNIMP,1,2042,96.0
RE1,PWRTRNIMP,1,2043,96.0
RE1,PWRTRNIMP,1,2044,96.0
RE1,PWRTRNIMP,1,2045,96.0
RE1,PWRTRNIMP,1,2046,96.0
RE1,PWRTRNIMP,1,2047,96.0
RE1,PWRTRNIMP,1,2048,96.0
RE1,PWRTRNIMP,1,2049,96.0
RE1,PWRTRNIMP,1,2050,96.0
RE1,PWRTRNIMP,1,2051,96.0
RE1,PWRTRNIMP,1,2052,96.0
RE1,PWRTRNIMP,1,2053,96.0
RE1,PWRTRNIMP,1,2054,96.0
RE1,PWRTRNIMP,1,2055,96.0
RE1,PWRTRNIMP,1,2056,96.0
RE1,PWRTRNIMP,1,2057,96.0
RE1,PWRTRNIMP,1,2058,96.0
RE1,PWRTRNIMP,1,2059,96.0
RE1,PWRTRNIMP,1,2060,96.0
RE1,PWRTRNIMP,1,2061,96.0
RE1,PWRTRNIMP,1,2062,96.0
RE1,PWRTRNIMP,1,2063,96.0
RE1,PWRTRNIMP,1,2064,96.0
RE1,PWRTRNIMP,1,2065,96.0
RE1,PWRTRNIMP,1,2066,96.0
RE1,PWRTRNIMP,1,2067,96.0
RE1,PWRTRNIMP,1,2068,96.0
RE1,PWRTRNIMP,1,2069,96.0
RE1,PWRTRNIMP,1,2070,96.0
RE1,PWRTRN,1,2015,711.6784
RE1,PWRTRN,1,2016,751.7444
RE1,PWRTRN,1,2017,786.4668
RE1,PWRTRN,1,2018,821.3276
RE1,PWRTRN,1,2019,855.5038
RE1,PWRTRN,1,2020,889.6576
RE1,PWRTRN,1,2021,915.6962
RE1,PWRTRN,1,2022,941.7178
RE1,PWRTRN,1,2023,967.7224
RE1,PWRTRN,1,2024,1287.1925
RE1,PWRTRN,1,2025,1317.7824
RE1,PWRTRN,1,2026,1347.3018
RE1,PWRTRN,1,2027,1378.6142
RE1,PWRTRN,1,2028,1411.873
RE1,PWRTRN,1,2029,1443.1831
RE1,PWRTRN,1,2030,1474.4671
RE1,PWRTRN,1,2031,1507.5511
RE1,PWRTRN,1,2032,1540.6043
RE1,PWRTRN,1,2033,1573.6273
RE1,PWRTRN,1,2034,1613.3263
RE1,PWRTRN,1,2035,1646.4593
RE1,PWRTRN,1,2036,1673.7573
RE1,PWRTRN,1,2037,1701.0331
RE1,PWRTRN,1,2038,1728.2869
RE1,PWRTRN,1,2039,1755.5189
RE1,PWRTRN,1,2040,1789.8823
RE1,PWRTRN,1,2041,1809.2489
RE1,PWRTRN,1,2042,1835.7485
RE1,PWRTRN,1,2043,1862.228
RE1,PWRTRN,1,2044,1888.6876
RE1,PWRTRN,1,2045,1915.1274
RE1,PWRTRN,1,2046,1933.8728
RE1,PWRTRN,1,2047,1952.6049
RE1,PWRTRN,1,2048,1971.3236
RE1,PWRTRN,1,2049,1990.0291
RE1,PWRTRN,1,2050,3981.2878
RE1,PWRTRN,1,2051,4024.9794
RE1,PWRTRN,1,2052,4060.3254
RE1,PWRTRN,1,2053,4095.9951
RE1,PWRTRN,1,2054,4131.9915
RE1,PWRTRN,1,2055,4168.3177
RE1,PWRTRN,1,2056,4204.9769
RE1,PWRTRN,1,2057,4241.9722
RE1,PWRTRN,1,2058,4279.3068
RE1,PWRTRN,1,2059,4330.3873
RE1,PWRTRN,1,2060,4341.9908
RE1,PWRTRN,1,2061,4393.3792
RE1,PWRTRN,1,2062,4432.1037
RE1,PWRTRN,1,2063,4471.184
RE1,PWRTRN,1,2064,4510.6235
RE1,PWRTRN,1,2065,4550.4256
RE1,PWRTRN,1,2066,4590.5937
RE1,PWRTRN,1,2067,4631.1314
RE1,PWRTRN,1,2068,4672.0421
RE1,PWRTRN,1,2069,4713.3295
RE1,PWRTRN,1,2070,4910.6177
RE1,PWRDIST,1,2015,668.4143
RE1,PWRDIST,1,2016,706.2764
RE1,PWRDIST,1,2017,739.1412
RE1,PWRDIST,1,2018,772.1574
RE1,PWRDIST,1,2019,804.5514
RE1,PWRDIST,1,2020,836.9454
RE1,PWRDIST,1,2021,861.7236
RE1,PWRDIST,1,2022,886.5018
RE1,PWRDIST,1,2023,911.2799
RE1,PWRDIST,1,2024,1212.5139
RE1,PWRDIST,1,2025,1241.7354
RE1,PWRDIST,1,2026,1269.9667
RE1,PWRDIST,1,2027,1299.9068
RE1,PWRDIST,1,2028,1331.7022
RE1,PWRDIST,1,2029,1361.6794
RE1,PWRDIST,1,2030,1391.6512
RE1,PWRDIST,1,2031,1423.3418
RE1,PWRDIST,1,2032,1455.0237
RE1,PWRDIST,1,2033,1486.6975
RE1,PWRDIST,1,2034,1524.7009
RE1,PWRDIST,1,2035,1556.5215
RE1,PWRDIST,1,2036,1582.8444
RE1,PWRDIST,1,2037,1609.1632
RE1,PWRDIST,1,2038,1635.4779
RE1,PWRDIST,1,2039,1661.7888
RE1,PWRDIST,1,2040,1694.8694
RE1,PWRDIST,1,2041,1713.7658
RE1,PWRDIST,1,2042,1739.4329
RE1,PWRDIST,1,2043,1765.0973
RE1,PWRDIST,1,2044,1790.7592
RE1,PWRDIST,1,2045,1816.4186
RE1,PWRDIST,1,2046,1834.7941
RE1,PWRDIST,1,2047,1853.1685
RE1,PWRDIST,1,2048,1871.5418
RE1,PWRDIST,1,2049,1889.9141
RE1,PWRDIST,1,2050,3782.2235
RE1,PWRDIST,1,2051,3823.7305
RE1,PWRDIST,1,2052,3857.3092
RE1,PWRDIST,1,2053,3891.1953
RE1,PWRDIST,1,2054,3925.3919
RE1,PWRDIST,1,2055,3959.9018
RE1,PWRDIST,1,2056,3994.728
RE1,PWRDIST,1,2057,4029.8736
RE1,PWRDIST,1,2058,4065.3415
RE1,PWRDIST,1,2059,4113.8679
RE1,PWRDIST,1,2060,4124.8913
RE1,PWRDIST,1,2061,4173.7102
RE1,PWRDIST,1,2062,4210.4985
RE1,PWRDIST,1,2063,4247.6248
RE1,PWRDIST,1,2064,4285.0923
RE1,PWRDIST,1,2065,4322.9043
RE1,PWRDIST,1,2066,4361.064
RE1,PWRDIST,1,2067,4399.5748
RE1,PWRDIST,1,2068,4438.44
RE1,PWRDIST,1,2069,4477.663
RE1,PWRDIST,1,2070,4665.0868
RE1,PWRTRNEXP,1,2015,7.6
RE1,PWRTRNEXP,1,2016,4.75
RE1,PWRTRNEXP,1,2017,3.8
RE1,PWRTRNEXP,1,2018,3.8
RE1,PWRTRNEXP,1,2019,3.8
RE1,PWRTRNEXP,1,2020,3.8
RE1,PWRTRNEXP,1,2021,3.8
RE1,PWRTRNEXP,1,2022,3.8
RE1,PWRTRNEXP,1,2023,3.8
RE1,PWRTRNEXP,1,2024,3.8
RE1,PWRTRNEXP,1,2025,3.8
RE1,PWRTRNEXP,1,2026,3.8
RE1,PWRTRNEXP,1,2027,3.8
RE1,PWRTRNEXP,1,2028,3.8
RE1,PWRTRNEXP,1,2029,3.8
RE1,PWRTRNEXP,1,2030,3.8
RE1,PWRTRNEXP,1,2031,3.8
RE1,PWRTRNEXP,1,2032,3.8
RE1,PWRTRNEXP,1,2033,3.8
RE1,PWRTRNEXP,1,2034,3.8
RE1,PWRTRNEXP,1,2035,3.8
RE1,PWRTRNEXP,1,2036,3.8
RE1,PWRTRNEXP,1,2037,3.8
RE1,PWRTRNEXP,1,2038,3.8
RE1,PWRTRNEXP,1,2039,3.8
RE1,PWRTRNEXP,1,2040,3.8
RE1,PWRTRNEXP,1,2041,3.8
RE1,PWRTRNEXP,1,2042,3.8
RE1,PWRTRNEXP,1,2043,3.8
RE1,PWRTRNEXP,1,2044,3.8
RE1,PWRTRNEXP,1,2045,3.8
RE1,PWRTRNEXP,1,2046,3.8
RE1,PWRTRNEXP,1,2047,3.8
RE1,PWRTRNEXP,1,2048,3.8
RE1,PWRTRNEXP,1,2049,3.8
RE1,PWRTRNEXP,1,2050,3.8
RE1,PWRTRNEXP,1,2051,3.8
RE1,PWRTRNEXP,1,2052,3.8
RE1,PWRTRNEXP,1,2053,3.8
RE1,PWRTRNEXP,1,2054,3.8
RE1,PWRTRNEXP,1,2055,3.8
RE1,PWRTRNEXP,1,2056,3.8
RE1,PWRTRNEXP,1,2057,3.8
RE1,PWRTRNEXP,1,2058,3.8
RE1,PWRTRNEXP,1,2059,3.8
RE1,PWRTRNEXP,1,2060,3.8
RE1,PWRTRNEXP,1,2061,3.8
RE1,PWRTRNEXP,1,2062,3.8
RE1,PWRTRNEXP,1,2063,3.8
RE1,PWRTRNEXP,1,2064,3.8
RE1,PWRTRNEXP,1,2065,3.8
RE1,PWRTRNEXP,1,2066,3.8
RE1,PWRTRNEXP,1,2067,3.8
RE1,PWRTRNEXP,1,2068,3.8
RE1,PWRTRNEXP,1,2069,3.8
RE1,PWRTRNEXP,1,2070,3.8
RE1,DEMTRAEVC,1,2024,310.224
RE1,DEMTRAEVC,1,2025,315.2839
RE1,DEMTRAEVC,1,2026,320.9196
RE1,DEMTRAEVC,1,2027,326.5544
RE1,DEMTRAEVC,1,2028,332.1882
RE1,DEMTRAEVC,1,2029,337.8212
RE1,DEMTRAEVC,1,2030,343.4535
RE1,DEMTRAEVC,1,2031,348.114
RE1,DEMTRAEVC,1,2032,352.7733
RE1,DEMTRAEVC,1,2033,357.4314
RE1,DEMTRAEVC,1,2034,362.0883
RE1,DEMTRAEVC,1,2035,366.7442
RE1,DEMTRAEVC,1,2036,370.9886
RE1,DEMTRAEVC,1,2037,375.2324
RE1,DEMTRAEVC,1,2038,379.4756
RE1,DEMTRAEVC,1,2039,383.7182
RE1,DEMTRAEVC,1,2040,387.9603
RE1,DEMTRAEVC,1,2041,391.9968
RE1,DEMTRAEVC,1,2042,396.0329
RE1,DEMTRAEVC,1,2043,400.0686
RE1,DEMTRAEVC,1,2044,404.104
RE1,DEMTRAEVC,1,2045,408.1389
RE1,DEMTRAEVC,1,2046,411.294
RE1,DEMTRAEVC,1,2047,414.4488
RE1,DEMTRAEVC,1,2048,417.6035
RE1,DEMTRAEVC,1,2049,420.758
RE1,DEMTRAEVC,1,2050,2119.562
RE1,DEMTRAEVC,1,2051,2135.7033
RE1,DEMTRAEVC,1,2052,2151.9694
RE1,DEMTRAEVC,1,2053,2168.3614
RE1,DEMTRAEVC,1,2054,2184.8802
RE1,DEMTRAEVC,1,2055,2201.5267
RE1,DEMTRAEVC,1,2056,2218.3021
RE1,DEMTRAEVC,1,2057,2235.2072
RE1,DEMTRAEVC,1,2058,2252.2431
RE1,DEMTRAEVC,1,2059,2269.4109
RE1,DEMTRAEVC,1,2060,2286.7115
RE1,DEMTRAEVC,1,2061,2304.146
RE1,DEMTRAEVC,1,2062,2321.7154
RE1,DEMTRAEVC,1,2063,2339.4209
RE1,DEMTRAEVC,1,2064,2357.2633
RE1,DEMTRAEVC,1,2065,2375.2439
RE1,DEMTRAEVC,1,2066,2393.3637
RE1,DEMTRAEVC,1,2067,2411.6237
RE1,DEMTRAEVC,1,2068,2430.0251
RE1,DEMTRAEVC,1,2069,2448.569
RE1,DEMTRAEVC,1,2070,2467.2565
RE1,DEMTRAMCYELC,1,2024,279.4811
RE1,DEMTRAMCYELC,1,2025,284.0396
RE1,DEMTRAMCYELC,1,2026,289.1168
RE1,DEMTRAMCYELC,1,2027,294.1931
RE1,DEMTRAMCYELC,1,2028,299.2687
RE1,DEMTRAMCYELC,1,2029,304.3435
RE1,DEMTRAMCYELC,1,2030,309.4175
RE1,DEMTRAMCYELC,1,2031,313.6162
RE1,DEMTRAMCYELC,1,2032,317.8138
RE1,DEMTRAMCYELC,1,2033,322.0103
RE1,DEMTRAMCYELC,1,2034,326.2057
RE1,DEMTRAMCYELC,1,2035,330.4001
RE1,DEMTRAMCYELC,1,2036,334.224
RE1,DEMTRAMCYELC,1,2037,338.0472
RE1,DEMTRAMCYELC,1,2038,341.8699
RE1,DEMTRAMCYELC,1,2039,345.6921
RE1,DEMTRAMCYELC,1,2040,349.5138
RE1,DEMTRAMCYELC,1,2041,353.1503
RE1,DEMTRAMCYELC,1,2042,356.7864
RE1,DEMTRAMCYELC,1,2043,360.4222
RE1,DEMTRAMCYELC,1,2044,364.0576
RE1,DEMTRAMCYELC,1,2045,367.6927
RE1,DEMTRAMCYELC,1,2046,370.5351
RE1,DEMTRAMCYELC,1,2047,373.3773
RE1,DEMTRAMCYELC,1,2048,376.2194
RE1,DEMTRAMCYELC,1,2049,379.0613
RE1,DEMTRAMCYELC,1,2050,381.9031
RE1,DEMTRAMCYELC,1,2051,384.8114
RE1,DEMTRAMCYELC,1,2052,387.7422
RE1,DEMTRAMCYELC,1,2053,390.6957
RE1,DEMTRAMCYELC,1,2054,393.6721
RE1,DEMTRAMCYELC,1,2055,396.6715
RE1,DEMTRAMCYELC,1,2056,399.6941
RE1,DEMTRAMCYELC,1,2057,402.74
RE1,DEMTRAMCYELC,1,2058,405.8096
RE1,DEMTRAMCYELC,1,2059,408.9029
RE1,DEMTRAMCYELC,1,2060,412.0201
RE1,DEMTRAMCYELC,1,2061,415.1614
RE1,DEMTRAMCYELC,1,2062,418.3271
RE1,DEMTRAMCYELC,1,2063,421.5173
RE1,DEMTRAMCYELC,1,2064,424.7321
RE1,DEMTRAMCYELC,1,2065,427.9719
RE1,DEMTRAMCYELC,1,2066,431.2367
RE1,DEMTRAMCYELC,1,2067,434.5268
RE1,DEMTRAMCYELC,1,2068,437.8424
RE1,DEMTRAMCYELC,1,2069,441.1836
RE1,DEMTRAMCYELC,1,2070,444.5507
RE1,DEMTRACARELC,1,2050,821.0916
RE1,DEMTRACARELC,1,2051,827.3445
RE1,DEMTRACARELC,1,2052,833.6458
RE1,DEMTRACARELC,1,2053,839.9959
RE1,DEMTRACARELC,1,2054,846.395
RE1,DEMTRACARELC,1,2055,852.8437
RE1,DEMTRACARELC,1,2056,859.3422
RE1,DEMTRACARELC,1,2057,865.8911
RE1,DEMTRACARELC,1,2058,872.4906
RE1,DEMTRACARELC,1,2059,879.1412
RE1,DEMTRACARELC,1,2060,885.8432
RE1,DEMTRACARELC,1,2061,892.5971
RE1,DEMTRACARELC,1,2062,899.4033
RE1,DEMTRACARELC,1,2063,906.2621
RE1,DEMTRACARELC,1,2064,913.1741
RE1,DEMTRACARELC,1,2065,920.1395
RE1,DEMTRACARELC,1,2066,927.1589
RE1,DEMTRACARELC,1,2067,934.2326
RE1,DEMTRACARELC,1,2068,941.3611
RE1,DEMTRACARELC,1,2069,948.5448
RE1,DEMTRACARELC,1,2070,955.784
RE1,DEMTRABUSELC,1,2050,706.5207
RE1,DEMTRABUSELC,1,2051,711.9011
RE1,DEMTRABUSELC,1,2052,717.3232
RE1,DEMTRABUSELC,1,2053,722.7871
RE1,DEMTRABUSELC,1,2054,728.2934
RE1,DEMTRABUSELC,1,2055,733.8422
RE1,DEMTRABUSELC,1,2056,739.434
RE1,DEMTRABUSELC,1,2057,745.0691
RE1,DEMTRABUSELC,1,2058,750.7477
RE1,DEMTRABUSELC,1,2059,756.4703
RE1,DEMTRABUSELC,1,2060,762.2372
RE1,DEMTRABUSELC,1,2061,768.0487
RE1,DEMTRABUSELC,1,2062,773.9051
RE1,DEMTRABUSELC,1,2063,779.807
RE1,DEMTRABUSELC,1,2064,785.7544
RE1,DEMTRABUSELC,1,2065,791.748
RE1,DEMTRABUSELC,1,2066,797.7879
RE1,DEMTRABUSELC,1,2067,803.8746
RE1,DEMTRABUSELC,1,2068,810.0084
RE1,DEMTRABUSELC,1,2069,816.1897
RE1,DEMTRABUSELC,1,2070,822.4188
RE1,DEMTRAMCYGSL,1,2015,229.6235
RE1,DEMTRAMCYGSL,1,2016,238.4248
RE1,DEMTRAMCYGSL,1,2017,243.9061
RE1,DEMTRAMCYGSL,1,2018,249.8175
RE1,DEMTRAMCYGSL,1,2019,255.529
RE1,DEMTRAMCYGSL,1,2020,261.2392
RE1,DEMTRAMCYGSL,1,2021,265.801
RE1,DEMTRAMCYGSL,1,2022,270.3619
RE1,DEMTRAMCYGSL,1,2023,274.9219
RE1,DEMTRACARGSL,1,2015,493.6906
RE1,DEMTRACARGSL,1,2016,512.6133
RE1,DEMTRACARGSL,1,2017,524.3982
RE1,DEMTRACARGSL,1,2018,537.1075
RE1,DEMTRACARGSL,1,2019,549.3873
RE1,DEMTRACARGSL,1,2020,561.6643
RE1,DEMTRACARGSL,1,2021,571.4721
RE1,DEMTRACARGSL,1,2022,581.278
RE1,DEMTRACARGSL,1,2023,591.0821
RE1,DEMTRACARGSL,1,2024,600.8844
RE1,DEMTRACARGSL,1,2025,610.6851
RE1,DEMTRACARGSL,1,2026,621.601
RE1,DEMTRACARGSL,1,2027,632.5152
RE1,DEMTRACARGSL,1,2028,643.4276
RE1,DEMTRACARGSL,1,2029,654.3384
RE1,DEMTRACARGSL,1,2030,665.2477
RE1,DEMTRACARGSL,1,2031,674.2749
RE1,DEMTRACARGSL,1,2032,683.2997
RE1,DEMTRACARGSL,1,2033,692.3221
RE1,DEMTRACARGSL,1,2034,701.3422
RE1,DEMTRACARGSL,1,2035,710.3603
RE1,DEMTRACARGSL,1,2036,718.5815
RE1,DEMTRACARGSL,1,2037,726.8015
RE1,DEMTRACARGSL,1,2038,735.0203
RE1,DEMTRACARGSL,1,2039,743.238
RE1,DEMTRACARGSL,1,2040,751.4547
RE1,DEMTRACARGSL,1,2041,759.2732
RE1,DEMTRACARGSL,1,2042,767.0908
RE1,DEMTRACARGSL,1,2043,774.9077
RE1,DEMTRACARGSL,1,2044,782.7239
RE1,DEMTRACARGSL,1,2045,790.5394
RE1,DEMTRACARGSL,1,2046,796.6504
RE1,DEMTRACARGSL,1,2047,802.7612
RE1,DEMTRACARGSL,1,2048,808.8716
RE1,DEMTRACARGSL,1,2049,814.9818
RE1,DEMTRABUSGSL,1,2015,424.8035
RE1,DEMTRABUSGSL,1,2016,441.0859
RE1,DEMTRABUSGSL,1,2017,451.2263
RE1,DEMTRABUSGSL,1,2018,462.1623
RE1,DEMTRABUSGSL,1,2019,472.7286
RE1,DEMTRABUSGSL,1,2020,483.2925
RE1,DEMTRABUSGSL,1,2021,491.7318
RE1,DEMTRABUSGSL,1,2022,500.1694
RE1,DEMTRABUSGSL,1,2023,508.6055
RE1,DEMTRABUSGSL,1,2024,517.04
RE1,DEMTRABUSGSL,1,2025,525.4732
RE1,DEMTRABUSGSL,1,2026,534.866
RE1,DEMTRABUSGSL,1,2027,544.2573
RE1,DEMTRABUSGSL,1,2028,553.647
RE1,DEMTRABUSGSL,1,2029,563.0354
RE1,DEMTRABUSGSL,1,2030,572.4224
RE1,DEMTRABUSGSL,1,2031,580.1901
RE1,DEMTRABUSGSL,1,2032,587.9555
RE1,DEMTRABUSGSL,1,2033,595.719
RE1,DEMTRABUSGSL,1,2034,603.4805
RE1,DEMTRABUSGSL,1,2035,611.2403
RE1,DEMTRABUSGSL,1,2036,618.3143
RE1,DEMTRABUSGSL,1,2037,625.3873
RE1,DEMTRABUSGSL,1,2038,632.4593
RE1,DEMTRABUSGSL,1,2039,639.5304
RE1,DEMTRABUSGSL,1,2040,646.6006
RE1,DEMTRABUSGSL,1,2041,653.3281
RE1,DEMTRABUSGSL,1,2042,660.0549
RE1,DEMTRABUSGSL,1,2043,666.7811
RE1,DEMTRABUSGSL,1,2044,673.5066
RE1,DEMTRABUSGSL,1,2045,680.2316
RE1,DEMTRABUSGSL,1,2046,685.4899
RE1,DEMTRABUSGSL,1,2047,690.748
RE1,DEMTRABUSGSL,1,2048,696.0058
RE1,DEMTRABUSGSL,1,2049,701.2634
RE1,DEMINDELC,1,2015,328.0418
RE1,DEMINDELC,1,2016,347.0108
RE1,DEMINDELC,1,2017,363.2685
RE1,DEMINDELC,1,2018,379.5262
RE1,DEMINDELC,1,2019,395.7839
RE1,DEMINDELC,1,2020,412.0416
RE1,DEMINDELC,1,2021,424.52
RE1,DEMINDELC,1,2022,436.9984
RE1,DEMINDELC,1,2023,449.4768
RE1,DEMINDELC,1,2024,11.267
RE1,DEMINDELC,1,2025,15.2594
RE1,DEMINDELC,1,2026,11.9002
RE1,DEMINDELC,1,2027,12.2291
RE1,DEMINDELC,1,2028,16.5604
RE1,DEMINDELC,1,2029,16.9941
RE1,DEMINDELC,1,2030,17.4278
RE1,DEMINDELC,1,2031,17.9235
RE1,DEMINDELC,1,2032,18.4192
RE1,DEMINDELC,1,2033,18.9149
RE1,DEMINDELC,1,2034,33.0385
RE1,DEMINDELC,1,2035,33.8822
RE1,DEMINDELC,1,2036,34.5615
RE1,DEMINDELC,1,2037,35.2407
RE1,DEMINDELC,1,2038,35.92
RE1,DEMINDELC,1,2039,36.5993
RE1,DEMINDELC,1,2040,51.8438
RE1,DEMINDELC,1,2041,37.9437
RE1,DEMINDELC,1,2042,38.6088
RE1,DEMINDELC,1,2043,39.274
RE1,DEMINDELC,1,2044,39.9391
RE1,DEMINDELC,1,2045,40.6043
RE1,DEMINDELC,1,2046,41.0675
RE1,DEMINDELC,1,2047,41.5306
RE1,DEMINDELC,1,2048,41.9938
RE1,DEMINDELC,1,2049,42.4569
RE1,DEMINDELC,1,2050,25.2162
RE1,DEMINDELC,1,2051,43.3988
RE1,DEMINDELC,1,2052,43.8829
RE1,DEMINDELC,1,2053,44.3724
RE1,DEMINDELC,1,2054,44.8674
RE1,DEMINDELC,1,2055,45.3679
RE1,DEMINDELC,1,2056,45.874
RE1,DEMINDELC,1,2057,46.3857
RE1,DEMINDELC,1,2058,46.9031
RE1,DEMINDELC,1,2059,74.8072
RE1,DEMINDELC,1,2060,21.365
RE1,DEMINDELC,1,2061,48.4903
RE1,DEMINDELC,1,2062,49.0312
RE1,DEMINDELC,1,2063,49.5781
RE1,DEMINDELC,1,2064,50.1312
RE1,DEMINDELC,1,2065,50.6904
RE1,DEMINDELC,1,2066,51.2558
RE1,DEMINDELC,1,2067,51.8276
RE1,DEMINDELC,1,2068,52.4057
RE1,DEMINDELC,1,2069,52.9903
RE1,DEMINDELC,1,2070,177.149
RE1,INDENEFFDP,1,2024,346.6833
RE1,INDENEFFDP,1,2025,353.211
RE1,INDENEFFDP,1,2026,366.1673
RE1,INDENEFFDP,1,2027,376.2866
RE1,INDENEFFDP,1,2028,383.3272
RE1,INDENEFFDP,1,2029,393.3659
RE1,INDENEFFDP,1,2030,403.4046
RE1,INDENEFFDP,1,2031,414.8787
RE1,INDENEFFDP,1,2032,426.3528
RE1,INDENEFFDP,1,2033,437.827
RE1,INDENEFFDP,1,2034,438.8182
RE1,INDENEFFDP,1,2035,450.0246
RE1,INDENEFFDP,1,2036,459.0465
RE1,INDENEFFDP,1,2037,468.0685
RE1,INDENEFFDP,1,2038,477.0904
RE1,INDENEFFDP,1,2039,486.1124
RE1,INDENEFFDP,1,2040,483.9302
RE1,INDENEFFDP,1,2041,503.9689
RE1,INDENEFFDP,1,2042,512.8035
RE1,INDENEFFDP,1,2043,521.6382
RE1,INDENEFFDP,1,2044,530.4728
RE1,INDENEFFDP,1,2045,539.3074
RE1,INDENEFFDP,1,2046,545.459
RE1,INDENEFFDP,1,2047,551.6106
RE1,INDENEFFDP,1,2048,557.7622
RE1,INDENEFFDP,1,2049,563.9138
RE1,INDENEFFDP,1,2050,583.6837
RE1,INDENEFFDP,1,2051,576.4244
RE1,INDENEFFDP,1,2052,582.8543
RE1,INDENEFFDP,1,2053,589.356
RE1,INDENEFFDP,1,2054,595.9301
RE1,INDENEFFDP,1,2055,602.5776
RE1,INDENEFFDP,1,2056,609.2993
RE1,INDENEFFDP,1,2057,616.0959
RE1,INDENEFFDP,1,2058,622.9684
RE1,INDENEFFDP,1,2059,608.8553
RE1,INDENEFFDP,1,2060,657.3982
RE1,INDENEFFDP,1,2061,644.0492
RE1,INDENEFFDP,1,2062,651.2334
RE1,INDENEFFDP,1,2063,658.4978
RE1,INDENEFFDP,1,2064,665.8433
RE1,INDENEFFDP,1,2065,673.2706
RE1,INDENEFFDP,1,2066,680.7809
RE1,INDENEFFDP,1,2067,688.3749
RE1,INDENEFFDP,1,2068,696.0536
RE1,INDENEFFDP,1,2069,703.818
RE1,INDENEFFDP,1,2070,616.6169
RE1,DEMINDHEEH,1,2070,31.5298
