r,t,y,TotalTechnologyAnnualActivity
RE1,PWRNGS001,2056,0.0
RE1,PWRNGS001,2058,0.0
RE1,PWRNGS001,2062,0.0
RE1,PWRNGS001,2063,0.0
RE1,PWRNGS001,2064,0.0
RE1,PWRNGS001,2066,0.0
RE1,PWRNGS001,2067,0.0
RE1,PWRNGS001,2068,0.0
RE1,PWRNGS001,2069,0.0001
RE1,PWRNGS001,2070,0.0
RE1,PWRNGS002,2025,86.229
RE1,PWRNGS002,2026,172.458
RE1,PWRNGS002,2027,258.687
RE1,PWRNGS002,2028,323.7758
RE1,PWRNGS002,2029,323.7758
RE1,PWRNGS002,2030,323.7758
RE1,PWRNGS002,2031,323.7758
RE1,PWRNGS002,2032,323.7758
RE1,PWRNGS002,2033,323.7758
RE1,PWRNGS002,2034,323.7758
RE1,PWRNGS002,2035,323.7758
RE1,PWRNGS002,2036,323.7758
RE1,PWRNGS002,2037,323.7758
RE1,PWRNGS002,2038,323.7758
RE1,PWRNGS002,2039,312.5652
RE1,PWRNGS002,2040,276.2727
RE1,PWRNGS002,2041,206.2221
RE1,PWRNGS002,2042,133.5782
RE1,PWRNGS002,2049,-0.0
RE1,PWRNGS002,2055,-0.0
RE1,PWRNGS002,2058,-0.0
RE1,PWRNGS002,2063,-0.0
RE1,PWRNGS002,2066,-0.0
RE1,PWRNGS002,2067,-0.0
RE1,PWRNGS002,2069,-0.0
RE1,PWRNGS002,2070,-0.0
RE1,PWRSOL001,2015,8.5041
RE1,PWRSOL001,2016,14.7357
RE1,PWRSOL001,2017,16.2447
RE1,PWRSOL001,2018,17.8379
RE1,PWRSOL001,2019,17.9642
RE1,PWRSOL001,2020,17.9642
RE1,PWRSOL001,2021,18.4271
RE1,PWRSOL001,2022,18.4271
RE1,PWRSOL001,2023,18.4271
RE1,PWRSOL001,2024,18.4271
RE1,PWRSOL001,2025,21.4332
RE1,PWRSOL001,2026,24.4392
RE1,PWRSOL001,2027,27.4453
RE1,PWRSOL001,2028,30.4513
RE1,PWRSOL001,2029,33.4574
RE1,PWRSOL001,2030,36.4634
RE1,PWRSOL001,2031,39.4695
RE1,PWRSOL001,2032,42.4756
RE1,PWRSOL001,2033,45.4816
RE1,PWRSOL001,2034,48.4877
RE1,PWRSOL001,2035,42.9896
RE1,PWRSOL001,2036,39.7641
RE1,PWRSOL001,2037,41.2611
RE1,PWRSOL001,2038,42.674
RE1,PWRSOL001,2039,45.5538
RE1,PWRSOL001,2040,45.5538
RE1,PWRSOL001,2041,45.0908
RE1,PWRSOL001,2042,45.0908
RE1,PWRSOL001,2043,45.0908
RE1,PWRSOL001,2044,45.0908
RE1,PWRSOL001,2045,45.0908
RE1,PWRSOL001,2046,45.0908
RE1,PWRSOL001,2047,45.0908
RE1,PWRSOL001,2048,45.0908
RE1,PWRSOL001,2049,45.0908
RE1,PWRSOL001,2050,45.0908
RE1,PWRSOL001,2051,45.0908
RE1,PWRSOL001,2052,45.0908
RE1,PWRSOL001,2053,45.0908
RE1,PWRSOL001,2054,75.2813
RE1,PWRSOL001,2055,90.1816
RE1,PWRSOL001,2056,90.1816
RE1,PWRSOL001,2057,90.1816
RE1,PWRSOL001,2058,90.1816
RE1,PWRSOL001,2059,90.1816
RE1,PWRSOL001,2060,87.1756
RE1,PWRSOL001,2061,90.1816
RE1,PWRSOL001,2062,90.1816
RE1,PWRSOL001,2063,90.1816
RE1,PWRSOL001,2064,90.1816
RE1,PWRSOL001,2065,90.1816
RE1,PWRSOL001,2066,90.1816
RE1,PWRSOL001,2067,90.1816
RE1,PWRSOL001,2068,90.1816
RE1,PWRSOL001,2069,90.1816
RE1,PWRSOL001,2070,90.1816
RE1,PWRCSP002,2015,0.0274
RE1,PWRCSP002,2016,0.0274
RE1,PWRCSP002,2017,0.0274
RE1,PWRCSP002,2018,0.0274
RE1,PWRCSP002,2019,0.0274
RE1,PWRCSP002,2020,0.0274
RE1,PWRCSP002,2021,0.0274
RE1,PWRCSP002,2022,0.0274
RE1,PWRCSP002,2023,0.0274
RE1,PWRCSP002,2024,0.0274
RE1,PWRCSP002,2025,0.0274
RE1,PWRCSP002,2026,0.0274
RE1,PWRCSP002,2027,0.0274
RE1,PWRCSP002,2028,0.0274
RE1,PWRCSP002,2029,0.0274
RE1,PWRCSP002,2030,0.0274
RE1,PWRCSP002,2031,0.0274
RE1,PWRCSP002,2032,0.0274
RE1,PWRCSP002,2033,0.0274
RE1,PWRCSP002,2034,0.0274
RE1,PWRCSP002,2035,0.0274
RE1,PWRCSP002,2036,0.0274
RE1,PWRCSP002,2037,0.0274
RE1,PWRCSP002,2038,0.0274
RE1,PWRCSP002,2039,0.0274
RE1,PWRCSP002,2040,0.0274
RE1,PWRCSP002,2041,0.0274
RE1,PWRCSP002,2042,0.0274
RE1,PWRCSP002,2043,0.0274
RE1,PWRCSP002,2068,0.0
RE1,PWRHYD001,2015,28.3385
RE1,PWRHYD001,2016,28.3385
RE1,PWRHYD001,2017,28.3385
RE1,PWRHYD001,2018,28.3385
RE1,PWRHYD001,2019,28.3385
RE1,PWRHYD001,2020,28.3385
RE1,PWRHYD001,2021,28.3385
RE1,PWRHYD001,2022,28.3385
RE1,PWRHYD001,2023,28.3385
RE1,PWRHYD001,2024,28.3385
RE1,PWRHYD001,2025,33.9883
RE1,PWRHYD001,2026,33.9883
RE1,PWRHYD001,2027,33.9883
RE1,PWRHYD001,2028,33.9883
RE1,PWRHYD001,2029,33.9883
RE1,PWRHYD001,2030,33.9883
RE1,PWRHYD001,2031,33.9883
RE1,PWRHYD001,2032,33.9883
RE1,PWRHYD001,2033,33.9883
RE1,PWRHYD001,2034,33.9883
RE1,PWRHYD001,2035,33.9883
RE1,PWRHYD001,2036,33.9883
RE1,PWRHYD001,2037,33.9883
RE1,PWRHYD001,2038,33.9883
RE1,PWRHYD001,2039,33.9883
RE1,PWRHYD001,2040,33.9883
RE1,PWRHYD001,2041,33.9883
RE1,PWRHYD001,2042,33.9883
RE1,PWRHYD001,2043,33.9883
RE1,PWRHYD001,2044,33.9883
RE1,PWRHYD001,2045,33.9883
RE1,PWRHYD001,2046,33.9883
RE1,PWRHYD001,2047,33.9883
RE1,PWRHYD001,2048,33.9883
RE1,PWRHYD001,2049,33.9883
RE1,PWRHYD001,2050,33.9883
RE1,PWRHYD001,2051,5.6497
RE1,PWRHYD001,2052,5.6497
RE1,PWRHYD001,2053,5.6497
RE1,PWRHYD001,2054,5.6497
RE1,PWRHYD001,2055,5.6497
RE1,PWRHYD001,2056,5.6497
RE1,PWRHYD001,2057,5.6497
RE1,PWRHYD001,2058,5.6497
RE1,PWRHYD001,2059,5.6497
RE1,PWRHYD001,2060,5.6497
RE1,PWRHYD001,2061,5.6497
RE1,PWRHYD001,2062,5.6497
RE1,PWRHYD001,2063,5.6497
RE1,PWRHYD001,2064,5.6497
RE1,PWRHYD001,2066,-0.0
RE1,PWRHYD001,2067,-0.0
RE1,PWRHYD001,2068,-0.0
RE1,PWRHYD001,2069,0.0
RE1,PWRHYD001,2070,0.0
RE1,PWRHYD002,2015,1.1525
RE1,PWRHYD002,2016,1.1525
RE1,PWRHYD002,2017,1.1525
RE1,PWRHYD002,2018,1.1525
RE1,PWRHYD002,2019,1.1525
RE1,PWRHYD002,2020,1.1525
RE1,PWRHYD002,2021,1.1525
RE1,PWRHYD002,2022,1.1525
RE1,PWRHYD002,2023,1.1525
RE1,PWRHYD002,2024,1.1525
RE1,PWRHYD002,2025,1.3823
RE1,PWRHYD002,2026,1.3823
RE1,PWRHYD002,2027,1.3823
RE1,PWRHYD002,2028,1.3823
RE1,PWRHYD002,2029,1.3823
RE1,PWRHYD002,2030,1.3823
RE1,PWRHYD002,2031,1.3823
RE1,PWRHYD002,2032,1.3823
RE1,PWRHYD002,2033,1.3823
RE1,PWRHYD002,2034,1.3823
RE1,PWRHYD002,2035,1.3823
RE1,PWRHYD002,2036,1.3823
RE1,PWRHYD002,2037,1.3823
RE1,PWRHYD002,2038,1.3823
RE1,PWRHYD002,2039,1.3823
RE1,PWRHYD002,2040,1.3823
RE1,PWRHYD002,2041,1.3823
RE1,PWRHYD002,2042,1.3823
RE1,PWRHYD002,2043,1.3823
RE1,PWRHYD002,2044,1.3823
RE1,PWRHYD002,2045,1.3823
RE1,PWRHYD002,2046,1.3823
RE1,PWRHYD002,2047,1.3823
RE1,PWRHYD002,2048,1.3823
RE1,PWRHYD002,2049,1.3823
RE1,PWRHYD002,2050,1.3823
RE1,PWRHYD002,2051,0.2298
RE1,PWRHYD002,2052,0.2298
RE1,PWRHYD002,2053,0.2298
RE1,PWRHYD002,2054,0.2298
RE1,PWRHYD002,2055,0.2298
RE1,PWRHYD002,2056,0.2298
RE1,PWRHYD002,2057,0.2298
RE1,PWRHYD002,2058,0.2298
RE1,PWRHYD002,2059,0.2298
RE1,PWRHYD002,2060,0.2298
RE1,PWRHYD002,2061,0.2298
RE1,PWRHYD002,2062,0.2298
RE1,PWRHYD002,2063,0.2298
RE1,PWRHYD002,2064,0.2298
RE1,PWRHYD002,2065,0.0
RE1,PWRHYD002,2066,0.0
RE1,PWRHYD002,2067,0.0
RE1,PWRHYD002,2068,0.0
RE1,PWRHYD002,2069,0.0
RE1,PWRHYD002,2070,0.0
RE1,PWRHYD003,2025,4.9061
RE1,PWRHYD003,2026,4.9061
RE1,PWRHYD003,2027,4.9061
RE1,PWRHYD003,2028,4.9061
RE1,PWRHYD003,2029,4.9061
RE1,PWRHYD003,2030,4.9061
RE1,PWRHYD003,2031,4.9061
RE1,PWRHYD003,2032,4.9061
RE1,PWRHYD003,2033,4.9061
RE1,PWRHYD003,2034,4.9061
RE1,PWRHYD003,2035,4.9061
RE1,PWRHYD003,2036,4.9061
RE1,PWRHYD003,2037,4.9061
RE1,PWRHYD003,2038,4.9061
RE1,PWRHYD003,2039,4.9061
RE1,PWRHYD003,2040,4.9061
RE1,PWRHYD003,2041,4.9061
RE1,PWRHYD003,2042,4.9061
RE1,PWRHYD003,2043,4.9061
RE1,PWRHYD003,2044,4.9061
RE1,PWRHYD003,2045,4.9061
RE1,PWRHYD003,2046,4.9061
RE1,PWRHYD003,2047,4.9061
RE1,PWRHYD003,2048,4.9061
RE1,PWRHYD003,2049,4.9061
RE1,PWRHYD003,2050,4.9061
RE1,PWRHYD003,2051,4.9061
RE1,PWRHYD003,2052,4.9061
RE1,PWRHYD003,2053,4.9061
RE1,PWRHYD003,2054,4.9061
RE1,PWRHYD003,2055,4.9061
RE1,PWRHYD003,2056,4.9061
RE1,PWRHYD003,2057,4.9061
RE1,PWRHYD003,2058,4.9061
RE1,PWRHYD003,2059,4.9061
RE1,PWRHYD003,2060,4.9061
RE1,PWRHYD003,2061,4.9061
RE1,PWRHYD003,2062,4.9061
RE1,PWRHYD003,2063,4.9061
RE1,PWRHYD003,2064,4.9061
RE1,PWRHYD003,2067,0.0
RE1,PWRHYD003,2068,0.0
RE1,PWRHYD003,2069,0.0
RE1,PWRHYD003,2070,-0.0
RE1,PWRWND001,2015,1.1746
RE1,PWRWND001,2016,2.545
RE1,PWRWND001,2017,3.1524
RE1,PWRWND001,2018,5.5368
RE1,PWRWND001,2019,7.5648
RE1,PWRWND001,2020,7.5648
RE1,PWRWND001,2021,7.7555
RE1,PWRWND001,2022,7.7555
RE1,PWRWND001,2023,7.7555
RE1,PWRWND001,2024,7.7555
RE1,PWRWND001,2025,12.7753
RE1,PWRWND001,2026,17.795
RE1,PWRWND001,2027,22.8148
RE1,PWRWND001,2028,27.8346
RE1,PWRWND001,2029,32.8543
RE1,PWRWND001,2030,37.8741
RE1,PWRWND001,2031,42.8938
RE1,PWRWND001,2032,47.9136
RE1,PWRWND001,2033,52.9333
RE1,PWRWND001,2034,57.9531
RE1,PWRWND001,2035,62.9729
RE1,PWRWND001,2036,66.6222
RE1,PWRWND001,2037,71.642
RE1,PWRWND001,2038,76.6617
RE1,PWRWND001,2039,81.6815
RE1,PWRWND001,2040,81.6815
RE1,PWRWND001,2041,81.6815
RE1,PWRWND001,2042,81.6815
RE1,PWRWND001,2043,81.6815
RE1,PWRWND001,2044,81.6815
RE1,PWRWND001,2045,81.6815
RE1,PWRWND001,2046,81.6815
RE1,PWRWND001,2047,77.8414
RE1,PWRWND001,2048,77.3043
RE1,PWRWND001,2049,77.3043
RE1,PWRWND001,2050,75.2964
RE1,PWRWND001,2051,75.2964
RE1,PWRWND001,2052,75.2964
RE1,PWRWND001,2053,75.2964
RE1,PWRWND001,2054,75.2964
RE1,PWRWND001,2055,70.2766
RE1,PWRWND001,2056,65.2568
RE1,PWRWND001,2057,60.2371
RE1,PWRWND001,2058,55.2173
RE1,PWRWND001,2059,50.1976
RE1,PWRWND001,2060,45.1778
RE1,PWRWND001,2061,40.1581
RE1,PWRWND001,2062,35.1383
RE1,PWRWND001,2063,30.1185
RE1,PWRWND001,2064,25.0988
RE1,PWRWND001,2065,20.079
RE1,PWRWND001,2066,15.0593
RE1,PWRWND001,2067,10.0395
RE1,PWRWND001,2068,5.0198
RE1,PWRWND001,2069,30.1022
RE1,PWRWND001,2070,188.034
RE1,PWRWND002,2025,5.1905
RE1,PWRWND002,2026,10.3809
RE1,PWRWND002,2027,15.5714
RE1,PWRWND002,2028,20.7619
RE1,PWRWND002,2029,25.9523
RE1,PWRWND002,2030,31.1428
RE1,PWRWND002,2031,36.3332
RE1,PWRWND002,2032,41.5237
RE1,PWRWND002,2033,46.7142
RE1,PWRWND002,2034,51.9046
RE1,PWRWND002,2035,57.0951
RE1,PWRWND002,2036,62.2856
RE1,PWRWND002,2037,67.476
RE1,PWRWND002,2038,72.6665
RE1,PWRWND002,2039,77.857
RE1,PWRWND002,2040,77.857
RE1,PWRWND002,2041,77.857
RE1,PWRWND002,2042,77.857
RE1,PWRWND002,2043,77.857
RE1,PWRWND002,2044,77.857
RE1,PWRWND002,2045,77.857
RE1,PWRWND002,2046,77.857
RE1,PWRWND002,2047,77.857
RE1,PWRWND002,2048,77.857
RE1,PWRWND002,2049,77.857
RE1,PWRWND002,2050,77.857
RE1,PWRWND002,2051,77.857
RE1,PWRWND002,2052,77.857
RE1,PWRWND002,2053,77.857
RE1,PWRWND002,2054,77.857
RE1,PWRWND002,2055,72.6665
RE1,PWRWND002,2056,67.476
RE1,PWRWND002,2057,62.2856
RE1,PWRWND002,2058,57.0951
RE1,PWRWND002,2059,51.9046
RE1,PWRWND002,2060,46.7142
RE1,PWRWND002,2061,41.5237
RE1,PWRWND002,2062,36.3332
RE1,PWRWND002,2063,31.1428
RE1,PWRWND002,2064,25.9523
RE1,PWRWND002,2065,20.7619
RE1,PWRWND002,2066,15.5714
RE1,PWRWND002,2067,10.3809
RE1,PWRWND002,2068,5.1905
RE1,PWRNUC,2035,56.4408
RE1,PWRNUC,2036,112.8816
RE1,PWRNUC,2037,197.5428
RE1,PWRNUC,2038,282.204
RE1,PWRNUC,2039,395.0856
RE1,PWRNUC,2040,507.9672
RE1,PWRNUC,2041,649.0692
RE1,PWRNUC,2042,818.3916
RE1,PWRNUC,2043,1015.9344
RE1,PWRNUC,2044,1241.6976
RE1,PWRNUC,2045,1467.4608
RE1,PWRNUC,2046,1693.2241
RE1,PWRNUC,2047,1918.9873
RE1,PWRNUC,2048,2144.7505
RE1,PWRNUC,2049,2370.5137
RE1,PWRNUC,2050,2457.4093
RE1,PWRNUC,2051,2524.9972
RE1,PWRNUC,2052,2558.6182
RE1,PWRNUC,2053,2592.4408
RE1,PWRNUC,2054,2596.2769
RE1,PWRNUC,2055,2594.5606
RE1,PWRNUC,2056,2594.2963
RE1,PWRNUC,2057,2593.5307
RE1,PWRNUC,2058,2593.3668
RE1,PWRNUC,2059,2595.3555
RE1,PWRNUC,2060,2596.2012
RE1,PWRNUC,2061,2596.2769
RE1,PWRNUC,2062,2596.2769
RE1,PWRNUC,2063,2596.2769
RE1,PWRNUC,2064,2596.2769
RE1,PWRNUC,2065,2596.2769
RE1,PWRNUC,2066,2596.2769
RE1,PWRNUC,2067,2596.2769
RE1,PWRNUC,2068,2596.2769
RE1,PWRNUC,2069,2596.2769
RE1,PWRNUC,2070,2548.6235
RE1,PWRSOL001S,2025,3.5071
RE1,PWRSOL001S,2026,7.0141
RE1,PWRSOL001S,2027,10.5212
RE1,PWRSOL001S,2028,14.0283
RE1,PWRSOL001S,2029,17.5353
RE1,PWRSOL001S,2030,21.0424
RE1,PWRSOL001S,2031,24.5494
RE1,PWRSOL001S,2032,28.0565
RE1,PWRSOL001S,2033,31.5636
RE1,PWRSOL001S,2034,35.0706
RE1,PWRSOL001S,2035,38.5777
RE1,PWRSOL001S,2036,42.0848
RE1,PWRSOL001S,2037,45.5918
RE1,PWRSOL001S,2038,49.0989
RE1,PWRSOL001S,2039,52.606
RE1,PWRSOL001S,2040,52.606
RE1,PWRSOL001S,2041,52.606
RE1,PWRSOL001S,2042,52.606
RE1,PWRSOL001S,2043,52.606
RE1,PWRSOL001S,2044,52.606
RE1,PWRSOL001S,2045,52.606
RE1,PWRSOL001S,2046,52.606
RE1,PWRSOL001S,2047,52.606
RE1,PWRSOL001S,2048,52.606
RE1,PWRSOL001S,2049,52.606
RE1,PWRSOL001S,2050,52.606
RE1,PWRSOL001S,2051,52.606
RE1,PWRSOL001S,2052,52.606
RE1,PWRSOL001S,2053,52.606
RE1,PWRSOL001S,2054,52.606
RE1,PWRSOL001S,2055,63.741
RE1,PWRSOL001S,2056,76.6866
RE1,PWRSOL001S,2057,90.796
RE1,PWRSOL001S,2058,102.8109
RE1,PWRSOL001S,2059,105.2119
RE1,PWRSOL001S,2060,101.7048
RE1,PWRSOL001S,2061,105.2119
RE1,PWRSOL001S,2062,105.2119
RE1,PWRSOL001S,2063,105.2119
RE1,PWRSOL001S,2064,105.2119
RE1,PWRSOL001S,2065,105.2119
RE1,PWRSOL001S,2066,105.2119
RE1,PWRSOL001S,2067,105.2119
RE1,PWRSOL001S,2068,105.2119
RE1,PWRSOL001S,2069,105.2119
RE1,PWRSOL001S,2070,105.2119
RE1,PWRWND001S,2025,5.0198
RE1,PWRWND001S,2026,10.0395
RE1,PWRWND001S,2027,15.0593
RE1,PWRWND001S,2028,20.079
RE1,PWRWND001S,2029,25.0988
RE1,PWRWND001S,2030,30.1185
RE1,PWRWND001S,2031,35.1383
RE1,PWRWND001S,2032,40.1581
RE1,PWRWND001S,2033,45.1778
RE1,PWRWND001S,2034,50.1976
RE1,PWRWND001S,2035,55.2173
RE1,PWRWND001S,2036,60.2371
RE1,PWRWND001S,2037,65.2568
RE1,PWRWND001S,2038,70.2766
RE1,PWRWND001S,2039,75.2964
RE1,PWRWND001S,2040,75.2964
RE1,PWRWND001S,2041,75.2964
RE1,PWRWND001S,2042,75.2964
RE1,PWRWND001S,2043,75.2964
RE1,PWRWND001S,2044,75.2964
RE1,PWRWND001S,2045,75.2964
RE1,PWRWND001S,2046,75.2964
RE1,PWRWND001S,2047,75.2964
RE1,PWRWND001S,2048,75.2964
RE1,PWRWND001S,2049,75.2964
RE1,PWRWND001S,2050,75.2964
RE1,PWRWND001S,2051,75.2964
RE1,PWRWND001S,2052,75.2964
RE1,PWRWND001S,2053,75.2964
RE1,PWRWND001S,2054,75.2964
RE1,PWRWND001S,2055,70.2766
RE1,PWRWND001S,2056,65.2568
RE1,PWRWND001S,2057,60.2371
RE1,PWRWND001S,2058,55.2173
RE1,PWRWND001S,2059,50.1976
RE1,PWRWND001S,2060,45.1778
RE1,PWRWND001S,2061,40.1581
RE1,PWRWND001S,2062,35.1383
RE1,PWRWND001S,2063,30.1185
RE1,PWRWND001S,2064,25.0988
RE1,PWRWND001S,2065,20.079
RE1,PWRWND001S,2066,15.0593
RE1,PWRWND001S,2067,10.0395
RE1,PWRWND001S,2068,5.0198
RE1,PWRTRNIMP,2015,52.0
RE1,PWRTRNIMP,2016,71.0
RE1,PWRTRNIMP,2017,88.0
RE1,PWRTRNIMP,2018,96.0
RE1,PWRTRNIMP,2019,96.0
RE1,PWRTRNIMP,2020,96.0
RE1,PWRTRNIMP,2021,96.0
RE1,PWRTRNIMP,2022,96.0
RE1,PWRTRNIMP,2023,96.0
RE1,PWRTRNIMP,2024,96.0
RE1,PWRTRNIMP,2025,96.0
RE1,PWRTRNIMP,2026,96.0
RE1,PWRTRNIMP,2027,96.0
RE1,PWRTRNIMP,2028,96.0
RE1,PWRTRNIMP,2029,96.0
RE1,PWRTRNIMP,2030,96.0
RE1,PWRTRNIMP,2031,96.0
RE1,PWRTRNIMP,2032,96.0
RE1,PWRTRNIMP,2033,96.0
RE1,PWRTRNIMP,2034,96.0
RE1,PWRTRNIMP,2035,96.0
RE1,PWRTRNIMP,2036,96.0
RE1,PWRTRNIMP,2037,96.0
RE1,PWRTRNIMP,2038,96.0
RE1,PWRTRNIMP,2039,96.0
RE1,PWRTRNIMP,2040,96.0
RE1,PWRTRNIMP,2041,96.0
RE1,PWRTRNIMP,2042,96.0
RE1,PWRTRNIMP,2043,96.0
RE1,PWRTRNIMP,2044,96.0
RE1,PWRTRNIMP,2045,96.0
RE1,PWRTRNIMP,2046,96.0
RE1,PWRTRNIMP,2047,96.0
RE1,PWRTRNIMP,2048,96.0
RE1,PWRTRNIMP,2049,96.0
RE1,PWRTRNIMP,2050,96.0
RE1,PWRTRNIMP,2051,96.0
RE1,PWRTRNIMP,2052,96.0
RE1,PWRTRNIMP,2053,96.0
RE1,PWRTRNIMP,2054,96.0
RE1,PWRTRNIMP,2055,96.0
RE1,PWRTRNIMP,2056,96.0
RE1,PWRTRNIMP,2057,96.0
RE1,PWRTRNIMP,2058,96.0
RE1,PWRTRNIMP,2059,96.0
RE1,PWRTRNIMP,2060,96.0
RE1,PWRTRNIMP,2061,96.0
RE1,PWRTRNIMP,2062,96.0
RE1,PWRTRNIMP,2063,96.0
RE1,PWRTRNIMP,2064,96.0
RE1,PWRTRNIMP,2065,96.0
RE1,PWRTRNIMP,2066,96.0
RE1,PWRTRNIMP,2067,96.0
RE1,PWRTRNIMP,2068,96.0
RE1,PWRTRNIMP,2069,96.0
RE1,PWRTRNIMP,2070,96.0
RE1,PWRTRN,2015,702.2417
RE1,PWRTRN,2016,737.2235
RE1,PWRTRN,2017,737.0913
RE1,PWRTRN,2018,737.1203
RE1,PWRTRN,2019,736.4876
RE1,PWRTRN,2020,735.8553
RE1,PWRTRN,2021,735.2235
RE1,PWRTRN,2022,799.2499
RE1,PWRTRN,2023,799.2499
RE1,PWRTRN,2024,799.2499
RE1,PWRTRN,2025,744.5033
RE1,PWRTRN,2026,945.1825
RE1,PWRTRN,2027,1144.6514
RE1,PWRTRN,2028,1320.8417
RE1,PWRTRN,2029,1431.9776
RE1,PWRTRN,2030,1524.9364
RE1,PWRTRN,2031,1568.6036
RE1,PWRTRN,2032,1681.8436
RE1,PWRTRN,2033,1780.8384
RE1,PWRTRN,2034,1888.2148
RE1,PWRTRN,2035,1998.7613
RE1,PWRTRN,2036,2024.8491
RE1,PWRTRN,2037,2136.9876
RE1,PWRTRN,2038,2199.5809
RE1,PWRTRN,2039,2330.1119
RE1,PWRTRN,2040,2394.56
RE1,PWRTRN,2041,2458.0432
RE1,PWRTRN,2042,2521.0924
RE1,PWRTRN,2043,2583.7111
RE1,PWRTRN,2044,2645.9026
RE1,PWRTRN,2045,2707.6703
RE1,PWRTRN,2046,2762.203
RE1,PWRTRN,2047,2818.7968
RE1,PWRTRN,2048,2874.979
RE1,PWRTRN,2049,2938.1384
RE1,PWRTRN,2050,3002.5035
RE1,PWRTRN,2051,3030.6573
RE1,PWRTRN,2052,3059.0105
RE1,PWRTRN,2053,3087.5654
RE1,PWRTRN,2054,3116.324
RE1,PWRTRN,2055,3130.7281
RE1,PWRTRN,2056,3122.3409
RE1,PWRTRN,2057,3114.3585
RE1,PWRTRN,2058,3105.554
RE1,PWRTRN,2059,3092.7665
RE1,PWRTRN,2060,3054.2548
RE1,PWRTRN,2061,3038.3705
RE1,PWRTRN,2062,3015.8972
RE1,PWRTRN,2063,2993.424
RE1,PWRTRN,2064,2970.9508
RE1,PWRTRN,2065,2964.5119
RE1,PWRTRN,2066,2980.4365
RE1,PWRTRN,2067,2996.5424
RE1,PWRTRN,2068,3012.8316
RE1,PWRTRN,2069,3027.704
RE1,PWRTRN,2070,3137.9823
RE1,PWRDIST,2015,659.5513
RE1,PWRDIST,2016,692.6338
RE1,PWRDIST,2017,692.7368
RE1,PWRDIST,2018,692.9914
RE1,PWRDIST,2019,692.6236
RE1,PWRDIST,2020,692.2559
RE1,PWRDIST,2021,691.8882
RE1,PWRDIST,2022,752.3872
RE1,PWRDIST,2023,752.6337
RE1,PWRDIST,2024,752.8801
RE1,PWRDIST,2025,701.5392
RE1,PWRDIST,2026,890.929
RE1,PWRDIST,2027,1079.3014
RE1,PWRDIST,2028,1245.8399
RE1,PWRDIST,2029,1351.1067
RE1,PWRDIST,2030,1439.2858
RE1,PWRDIST,2031,1480.9841
RE1,PWRDIST,2032,1588.4171
RE1,PWRDIST,2033,1682.462
RE1,PWRDIST,2034,1784.4888
RE1,PWRDIST,2035,1889.579
RE1,PWRDIST,2036,1914.866
RE1,PWRDIST,2037,2021.5724
RE1,PWRDIST,2038,2081.4634
RE1,PWRDIST,2039,2205.7034
RE1,PWRDIST,2040,2267.4488
RE1,PWRDIST,2041,2328.3199
RE1,PWRDIST,2042,2388.8191
RE1,PWRDIST,2043,2448.949
RE1,PWRDIST,2044,2508.7126
RE1,PWRDIST,2045,2568.1125
RE1,PWRDIST,2046,2620.6861
RE1,PWRDIST,2047,2675.2496
RE1,PWRDIST,2048,2729.4571
RE1,PWRDIST,2049,2790.3255
RE1,PWRDIST,2050,2852.3783
RE1,PWRDIST,2051,2879.1245
RE1,PWRDIST,2052,2906.06
RE1,PWRDIST,2053,2933.1871
RE1,PWRDIST,2054,2960.5078
RE1,PWRDIST,2055,2974.1917
RE1,PWRDIST,2056,2966.2238
RE1,PWRDIST,2057,2958.6406
RE1,PWRDIST,2058,2950.2763
RE1,PWRDIST,2059,2938.1282
RE1,PWRDIST,2060,2901.5421
RE1,PWRDIST,2061,2886.4519
RE1,PWRDIST,2062,2865.1024
RE1,PWRDIST,2063,2843.7528
RE1,PWRDIST,2064,2822.4033
RE1,PWRDIST,2065,2816.2863
RE1,PWRDIST,2066,2831.4147
RE1,PWRDIST,2067,2846.7153
RE1,PWRDIST,2068,2862.1901
RE1,PWRDIST,2069,2876.3188
RE1,PWRDIST,2070,2981.0832
RE1,PWROHC003,2025,288.2967
RE1,PWROHC003,2026,237.2625
RE1,PWROHC003,2027,148.1863
RE1,PWROHC003,2028,80.5219
RE1,PWROHC003,2029,73.7098
RE1,PWROHC003,2030,83.5693
RE1,PWROHC003,2031,143.3727
RE1,PWROHC003,2032,97.0552
RE1,PWROHC003,2033,63.726
RE1,PWROHC003,2034,22.0179
RE1,PWROHC003,2036,8.0771
RE1,PWROHC003,2049,-0.0
RE1,PWROHC003,2050,-0.0
RE1,PWROHC003,2051,-0.0
RE1,PWROHC003,2055,-0.0
RE1,PWROHC003,2056,-0.0
RE1,PWROHC003,2057,-0.0
RE1,PWROHC003,2058,-0.0
RE1,PWROHC003,2059,-0.0
RE1,PWROHC003,2060,0.0
RE1,PWROHC003,2062,-0.0
RE1,PWROHC003,2063,-0.0
RE1,PWROHC003,2064,-0.0
RE1,PWROHC003,2065,-0.0
RE1,PWROHC003,2066,-0.0
RE1,PWROHC003,2067,-0.0
RE1,PWROHC003,2068,-0.0
RE1,PWROHC003,2070,-0.0
RE1,PWRSOL002,2025,7.0141
RE1,PWRSOL002,2026,14.0283
RE1,PWRSOL002,2027,21.0424
RE1,PWRSOL002,2028,28.0565
RE1,PWRSOL002,2029,35.0706
RE1,PWRSOL002,2030,42.0848
RE1,PWRSOL002,2031,49.0989
