r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,PWRTRN,1,2032,1224.2461
RE1,PWRTRN,1,2033,1256.331
RE1,PWRTRN,1,2034,1288.3949
RE1,PWRTRN,1,2035,1320.438
RE1,PWRTRN,1,2036,1346.0583
RE1,PWRTRN,1,2037,1371.6619
RE1,PWRTRN,1,2038,1397.2488
RE1,PWRTRN,1,2039,1423.2076
RE1,PWRTRN,1,2040,1449.1494
RE1,PWRTRN,1,2041,1474.5262
RE1,PWRTRN,1,2042,1499.8866
RE1,PWRTRN,1,2043,1525.2304
RE1,PWRTRN,1,2044,1550.5578
RE1,PWRTRN,1,2045,1575.8686
RE1,PWRTRN,1,2046,1593.3258
RE1,PWRTRN,1,2047,1610.7716
RE1,PWRTRN,1,2048,1628.2061
RE1,PWRTRN,1,2049,1645.6292
RE1,PWRTRN,1,2050,1663.041
RE1,PWRTRN,1,2051,1681.592
RE1,PWRTRN,1,2052,1700.3499
RE1,PWRTRN,1,2053,1719.317
RE1,PWRTRN,1,2054,1738.4958
RE1,PWRTRN,1,2055,1757.8884
RE1,PWRTRN,1,2056,1777.4974
RE1,PWRTRN,1,2057,1797.3251
RE1,PWRTRN,1,2058,1817.374
RE1,PWRTRN,1,2059,1837.6465
RE1,PWRTRN,1,2060,1858.1452
RE1,PWRTRN,1,2061,1878.8725
RE1,PWRTRN,1,2062,1899.831
RE1,PWRTRN,1,2063,1921.0233
RE1,PWRTRN,1,2064,1942.4521
RE1,PWRTRN,1,2065,1964.1198
RE1,PWRTRN,1,2066,1986.0293
RE1,PWRTRN,1,2067,2008.1831
RE1,PWRTRN,1,2068,2030.5841
RE1,PWRTRN,1,2069,2053.2349
RE1,PWRTRN,1,2070,2076.1385
RE1,PWRDIST,1,2015,692.9971
RE1,PWRDIST,1,2016,692.6338
RE1,PWRDIST,1,2017,692.7368
RE1,PWRDIST,1,2018,692.9914
RE1,PWRDIST,1,2019,692.6236
RE1,PWRDIST,1,2020,692.2559
RE1,PWRDIST,1,2021,691.8882
RE1,PWRDIST,1,2022,882.9062
RE1,PWRDIST,1,2023,905.0455
RE1,PWRDIST,1,2024,639.4395
RE1,PWRDIST,1,2025,960.8363
RE1,PWRDIST,1,2026,987.6409
RE1,PWRDIST,1,2027,1014.4455
RE1,PWRDIST,1,2028,1041.2501
RE1,PWRDIST,1,2029,1068.0547
RE1,PWRDIST,1,2030,1094.8593
RE1,PWRDIST,1,2031,1125.5493
RE1,PWRDIST,1,2032,1156.2392
RE1,PWRDIST,1,2033,1186.9292
RE1,PWRDIST,1,2034,1217.6191
RE1,PWRDIST,1,2035,1248.3091
RE1,PWRDIST,1,2036,1272.9449
RE1,PWRDIST,1,2037,1297.5807
RE1,PWRDIST,1,2038,1322.2166
RE1,PWRDIST,1,2039,1347.2201
RE1,PWRDIST,1,2040,1372.2237
RE1,PWRDIST,1,2041,1396.7081
RE1,PWRDIST,1,2042,1421.1925
RE1,PWRDIST,1,2043,1445.6769
RE1,PWRDIST,1,2044,1470.1613
RE1,PWRDIST,1,2045,1494.6457
RE1,PWRDIST,1,2046,1511.6944
RE1,PWRDIST,1,2047,1528.743
RE1,PWRDIST,1,2048,1545.7917
RE1,PWRDIST,1,2049,1562.8403
RE1,PWRDIST,1,2050,1579.889
RE1,PWRDIST,1,2051,1597.5124
RE1,PWRDIST,1,2052,1615.3324
RE1,PWRDIST,1,2053,1633.3512
RE1,PWRDIST,1,2054,1651.571
RE1,PWRDIST,1,2055,1669.994
RE1,PWRDIST,1,2056,1688.6225
RE1,PWRDIST,1,2057,1707.4588
RE1,PWRDIST,1,2058,1726.5053
RE1,PWRDIST,1,2059,1745.7642
RE1,PWRDIST,1,2060,1765.2379
RE1,PWRDIST,1,2061,1784.9289
RE1,PWRDIST,1,2062,1804.8395
RE1,PWRDIST,1,2063,1824.9722
RE1,PWRDIST,1,2064,1845.3295
RE1,PWRDIST,1,2065,1865.9138
RE1,PWRDIST,1,2066,1886.7278
RE1,PWRDIST,1,2067,1907.774
RE1,PWRDIST,1,2068,1929.0549
RE1,PWRDIST,1,2069,1950.5732
RE1,PWRDIST,1,2070,1972.3315
RE1,PWRTRNEXP,1,2015,7.6
RE1,PWRTRNEXP,1,2016,4.75
RE1,PWRTRNEXP,1,2017,3.8
RE1,PWRTRNEXP,1,2018,3.8
RE1,PWRTRNEXP,1,2019,3.8
RE1,PWRTRNEXP,1,2020,3.8
RE1,PWRTRNEXP,1,2021,3.8
RE1,PWRTRNEXP,1,2022,3.8
RE1,PWRTRNEXP,1,2023,3.8
RE1,PWRTRNEXP,1,2024,3.8
RE1,PWRTRNEXP,1,2025,3.8
RE1,PWRTRNEXP,1,2026,3.8
RE1,PWRTRNEXP,1,2027,3.8
RE1,PWRTRNEXP,1,2028,3.8
RE1,PWRTRNEXP,1,2029,3.8
RE1,PWRTRNEXP,1,2030,3.8
RE1,PWRTRNEXP,1,2031,3.8
RE1,PWRTRNEXP,1,2032,3.8
RE1,PWRTRNEXP,1,2033,3.8
RE1,PWRTRNEXP,1,2034,3.8
RE1,PWRTRNEXP,1,2035,3.8
RE1,PWRTRNEXP,1,2036,3.8
RE1,PWRTRNEXP,1,2037,3.8
RE1,PWRTRNEXP,1,2038,3.8
RE1,PWRTRNEXP,1,2039,3.8
RE1,PWRTRNEXP,1,2040,3.8
RE1,PWRTRNEXP,1,2041,3.8
RE1,PWRTRNEXP,1,2042,3.8
RE1,PWRTRNEXP,1,2043,3.8
RE1,PWRTRNEXP,1,2044,3.8
RE1,PWRTRNEXP,1,2045,3.8
RE1,PWRTRNEXP,1,2046,3.8
RE1,PWRTRNEXP,1,2047,3.8
RE1,PWRTRNEXP,1,2048,3.8
RE1,PWRTRNEXP,1,2049,3.8
RE1,PWRTRNEXP,1,2050,3.8
RE1,PWRTRNEXP,1,2051,3.8
RE1,PWRTRNEXP,1,2052,3.8
RE1,PWRTRNEXP,1,2053,3.8
RE1,PWRTRNEXP,1,2054,3.8
RE1,PWRTRNEXP,1,2055,3.8
RE1,PWRTRNEXP,1,2056,3.8
RE1,PWRTRNEXP,1,2057,3.8
RE1,PWRTRNEXP,1,2058,3.8
RE1,PWRTRNEXP,1,2059,3.8
RE1,PWRTRNEXP,1,2060,3.8
RE1,PWRTRNEXP,1,2061,3.8
RE1,PWRTRNEXP,1,2062,3.8
RE1,PWRTRNEXP,1,2063,3.8
RE1,PWRTRNEXP,1,2064,3.8
RE1,PWRTRNEXP,1,2065,3.8
RE1,PWRTRNEXP,1,2066,3.8
RE1,PWRTRNEXP,1,2067,3.8
RE1,PWRTRNEXP,1,2068,3.8
RE1,PWRTRNEXP,1,2069,3.8
RE1,PWRTRNEXP,1,2070,3.8
RE1,DEMTRAMCYGSL,1,2015,208.3208
RE1,DEMTRAMCYGSL,1,2016,208.3208
RE1,DEMTRAMCYGSL,1,2017,208.3208
RE1,DEMTRAMCYGSL,1,2018,208.3208
RE1,DEMTRAMCYGSL,1,2019,208.3208
RE1,DEMTRAMCYGSL,1,2020,208.3208
RE1,DEMTRAMCYGSL,1,2021,208.3208
RE1,DEMTRAMCYGSL,1,2022,270.3619
RE1,DEMTRAMCYGSL,1,2023,274.9219
RE1,DEMTRAMCYGSL,1,2024,279.4811
RE1,DEMTRAMCYGSL,1,2025,284.0396
RE1,DEMTRAMCYGSL,1,2026,289.1168
RE1,DEMTRAMCYGSL,1,2027,294.1931
RE1,DEMTRAMCYGSL,1,2028,299.2687
RE1,DEMTRAMCYGSL,1,2029,304.3435
RE1,DEMTRAMCYGSL,1,2030,309.4175
RE1,DEMTRAMCYGSL,1,2031,313.6162
RE1,DEMTRAMCYGSL,1,2032,317.8138
RE1,DEMTRAMCYGSL,1,2033,322.0103
RE1,DEMTRAMCYGSL,1,2034,326.2057
RE1,DEMTRAMCYGSL,1,2035,330.4001
RE1,DEMTRAMCYGSL,1,2036,334.224
RE1,DEMTRAMCYGSL,1,2037,338.0472
RE1,DEMTRAMCYGSL,1,2038,341.8699
RE1,DEMTRAMCYGSL,1,2039,345.6921
RE1,DEMTRAMCYGSL,1,2040,349.5138
RE1,DEMTRAMCYGSL,1,2041,353.1503
RE1,DEMTRAMCYGSL,1,2042,356.7864
RE1,DEMTRAMCYGSL,1,2043,360.4222
RE1,DEMTRAMCYGSL,1,2044,364.0576
RE1,DEMTRAMCYGSL,1,2045,367.6927
RE1,DEMTRAMCYGSL,1,2046,370.5351
RE1,DEMTRAMCYGSL,1,2047,373.3773
RE1,DEMTRAMCYGSL,1,2048,376.2194
RE1,DEMTRAMCYGSL,1,2049,379.0613
RE1,DEMTRAMCYGSL,1,2050,381.9031
RE1,DEMTRAMCYGSL,1,2051,384.8114
RE1,DEMTRAMCYGSL,1,2052,387.7422
RE1,DEMTRAMCYGSL,1,2053,390.6957
RE1,DEMTRAMCYGSL,1,2054,393.6721
RE1,DEMTRAMCYGSL,1,2055,396.6715
RE1,DEMTRAMCYGSL,1,2056,399.6941
RE1,DEMTRAMCYGSL,1,2057,402.74
RE1,DEMTRAMCYGSL,1,2058,405.8096
RE1,DEMTRAMCYGSL,1,2059,408.9029
RE1,DEMTRAMCYGSL,1,2060,412.0201
RE1,DEMTRAMCYGSL,1,2061,415.1614
RE1,DEMTRAMCYGSL,1,2062,418.3271
RE1,DEMTRAMCYGSL,1,2063,421.5173
RE1,DEMTRAMCYGSL,1,2064,424.7321
RE1,DEMTRAMCYGSL,1,2065,427.9719
RE1,DEMTRAMCYGSL,1,2066,431.2367
RE1,DEMTRAMCYGSL,1,2067,434.5268
RE1,DEMTRAMCYGSL,1,2068,437.8424
RE1,DEMTRAMCYGSL,1,2069,441.1836
RE1,DEMTRAMCYGSL,1,2070,444.5507
RE1,DEMTRACARGSL,1,2015,447.8897
RE1,DEMTRACARGSL,1,2016,447.8897
RE1,DEMTRACARGSL,1,2017,447.8897
RE1,DEMTRACARGSL,1,2018,447.8897
RE1,DEMTRACARGSL,1,2019,447.8897
RE1,DEMTRACARGSL,1,2020,447.8897
RE1,DEMTRACARGSL,1,2021,447.8897
RE1,DEMTRACARGSL,1,2022,581.278
RE1,DEMTRACARGSL,1,2023,591.0821
RE1,DEMTRACARGSL,1,2024,600.8844
RE1,DEMTRACARGSL,1,2025,610.6851
RE1,DEMTRACARGSL,1,2026,621.601
RE1,DEMTRACARGSL,1,2027,632.5152
RE1,DEMTRACARGSL,1,2028,643.4276
RE1,DEMTRACARGSL,1,2029,654.3384
RE1,DEMTRACARGSL,1,2030,665.2477
RE1,DEMTRACARGSL,1,2031,674.2749
RE1,DEMTRACARGSL,1,2032,683.2997
RE1,DEMTRACARGSL,1,2033,692.3221
RE1,DEMTRACARGSL,1,2034,701.3422
RE1,DEMTRACARGSL,1,2035,710.3603
RE1,DEMTRACARGSL,1,2036,718.5815
RE1,DEMTRACARGSL,1,2037,726.8015
RE1,DEMTRACARGSL,1,2038,735.0203
RE1,DEMTRACARGSL,1,2039,743.238
RE1,DEMTRACARGSL,1,2040,751.4547
RE1,DEMTRACARGSL,1,2041,759.2732
RE1,DEMTRACARGSL,1,2042,767.0908
RE1,DEMTRACARGSL,1,2043,774.9077
RE1,DEMTRACARGSL,1,2044,782.7239
RE1,DEMTRACARGSL,1,2045,790.5394
RE1,DEMTRACARGSL,1,2046,796.6504
RE1,DEMTRACARGSL,1,2047,802.7612
RE1,DEMTRACARGSL,1,2048,808.8716
RE1,DEMTRACARGSL,1,2049,814.9818
RE1,DEMTRACARGSL,1,2050,821.0916
RE1,DEMTRACARGSL,1,2051,827.3445
RE1,DEMTRACARGSL,1,2052,833.6458
RE1,DEMTRACARGSL,1,2053,839.9959
RE1,DEMTRACARGSL,1,2054,846.395
RE1,DEMTRACARGSL,1,2055,852.8437
RE1,DEMTRACARGSL,1,2056,859.3422
RE1,DEMTRACARGSL,1,2057,865.8911
RE1,DEMTRACARGSL,1,2058,872.4906
RE1,DEMTRACARGSL,1,2059,879.1412
RE1,DEMTRACARGSL,1,2060,885.8432
RE1,DEMTRACARGSL,1,2061,892.5971
RE1,DEMTRACARGSL,1,2062,899.4033
RE1,DEMTRACARGSL,1,2063,906.2621
RE1,DEMTRACARGSL,1,2064,913.1741
RE1,DEMTRACARGSL,1,2065,920.1395
RE1,DEMTRACARGSL,1,2066,927.1589
RE1,DEMTRACARGSL,1,2067,934.2326
RE1,DEMTRACARGSL,1,2068,941.3611
RE1,DEMTRACARGSL,1,2069,948.5448
RE1,DEMTRACARGSL,1,2070,955.784
RE1,DEMTRABUSGSL,1,2015,385.3935
RE1,DEMTRABUSGSL,1,2016,385.3935
RE1,DEMTRABUSGSL,1,2017,385.3935
RE1,DEMTRABUSGSL,1,2018,385.3935
RE1,DEMTRABUSGSL,1,2019,385.3935
RE1,DEMTRABUSGSL,1,2020,385.3935
RE1,DEMTRABUSGSL,1,2021,385.3935
RE1,DEMTRABUSGSL,1,2022,500.1694
RE1,DEMTRABUSGSL,1,2023,508.6055
RE1,DEMTRABUSGSL,1,2024,517.04
RE1,DEMTRABUSGSL,1,2025,525.4732
RE1,DEMTRABUSGSL,1,2026,534.866
RE1,DEMTRABUSGSL,1,2027,544.2573
RE1,DEMTRABUSGSL,1,2028,553.647
RE1,DEMTRABUSGSL,1,2029,563.0354
RE1,DEMTRABUSGSL,1,2030,572.4224
RE1,DEMTRABUSGSL,1,2031,580.1901
RE1,DEMTRABUSGSL,1,2032,587.9555
RE1,DEMTRABUSGSL,1,2033,595.719
RE1,DEMTRABUSGSL,1,2034,603.4805
RE1,DEMTRABUSGSL,1,2035,611.2403
RE1,DEMTRABUSGSL,1,2036,618.3143
RE1,DEMTRABUSGSL,1,2037,625.3873
RE1,DEMTRABUSGSL,1,2038,632.4593
RE1,DEMTRABUSGSL,1,2039,639.5304
RE1,DEMTRABUSGSL,1,2040,646.6006
RE1,DEMTRABUSGSL,1,2041,653.3281
RE1,DEMTRABUSGSL,1,2042,660.0549
RE1,DEMTRABUSGSL,1,2043,666.7811
RE1,DEMTRABUSGSL,1,2044,673.5066
RE1,DEMTRABUSGSL,1,2045,680.2316
RE1,DEMTRABUSGSL,1,2046,685.4899
RE1,DEMTRABUSGSL,1,2047,690.748
RE1,DEMTRABUSGSL,1,2048,696.0058
RE1,DEMTRABUSGSL,1,2049,701.2634
RE1,DEMTRABUSGSL,1,2050,706.5207
RE1,DEMTRABUSGSL,1,2051,711.9011
RE1,DEMTRABUSGSL,1,2052,717.3232
RE1,DEMTRABUSGSL,1,2053,722.7871
RE1,DEMTRABUSGSL,1,2054,728.2934
RE1,DEMTRABUSGSL,1,2055,733.8422
RE1,DEMTRABUSGSL,1,2056,739.434
RE1,DEMTRABUSGSL,1,2057,745.0691
RE1,DEMTRABUSGSL,1,2058,750.7477
RE1,DEMTRABUSGSL,1,2059,756.4703
RE1,DEMTRABUSGSL,1,2060,762.2372
RE1,DEMTRABUSGSL,1,2061,768.0487
RE1,DEMTRABUSGSL,1,2062,773.9051
RE1,DEMTRABUSGSL,1,2063,779.807
RE1,DEMTRABUSGSL,1,2064,785.7544
RE1,DEMTRABUSGSL,1,2065,791.748
RE1,DEMTRABUSGSL,1,2066,797.7879
RE1,DEMTRABUSGSL,1,2067,803.8746
RE1,DEMTRABUSGSL,1,2068,810.0084
RE1,DEMTRABUSGSL,1,2069,816.1897
RE1,DEMTRABUSGSL,1,2070,822.4188
RE1,DEMINDELC,1,2015,384.5179
RE1,DEMINDELC,1,2016,384.5179
RE1,DEMINDELC,1,2017,384.5179
RE1,DEMINDELC,1,2018,384.5179
RE1,DEMINDELC,1,2019,384.5179
RE1,DEMINDELC,1,2020,384.5179
RE1,DEMINDELC,1,2021,384.5179
RE1,DEMINDELC,1,2022,436.9984
RE1,DEMINDELC,1,2023,449.4768
RE1,DEMINDELC,1,2024,461.9553
RE1,DEMINDELC,1,2025,474.4337
RE1,DEMINDELC,1,2026,487.9177
RE1,DEMINDELC,1,2027,501.4017
RE1,DEMINDELC,1,2028,514.8857
RE1,DEMINDELC,1,2029,528.3698
RE1,DEMINDELC,1,2030,541.8538
RE1,DEMINDELC,1,2031,557.2658
RE1,DEMINDELC,1,2032,572.6779
RE1,DEMINDELC,1,2033,588.09
RE1,DEMINDELC,1,2034,603.5021
RE1,DEMINDELC,1,2035,618.9142
RE1,DEMINDELC,1,2036,631.322
RE1,DEMINDELC,1,2037,643.7298
RE1,DEMINDELC,1,2038,656.1376
RE1,DEMINDELC,1,2039,668.5453
RE1,DEMINDELC,1,2040,680.9531
RE1,DEMINDELC,1,2041,693.1033
RE1,DEMINDELC,1,2042,705.2534
RE1,DEMINDELC,1,2043,717.4036
RE1,DEMINDELC,1,2044,729.5538
RE1,DEMINDELC,1,2045,741.7039
RE1,DEMINDELC,1,2046,750.1641
RE1,DEMINDELC,1,2047,758.6244
RE1,DEMINDELC,1,2048,767.0846
RE1,DEMINDELC,1,2049,775.5448
RE1,DEMINDELC,1,2050,784.0051
RE1,DEMINDELC,1,2051,792.7505
RE1,DEMINDELC,1,2052,801.5935
RE1,DEMINDELC,1,2053,810.5352
RE1,DEMINDELC,1,2054,819.5766
RE1,DEMINDELC,1,2055,828.7188
RE1,DEMINDELC,1,2056,837.9631
RE1,DEMINDELC,1,2057,847.3104
RE1,DEMINDELC,1,2058,856.762
RE1,DEMINDELC,1,2059,866.3191
RE1,DEMINDELC,1,2060,875.9827
RE1,DEMINDELC,1,2061,885.7542
RE1,DEMINDELC,1,2062,895.6346
RE1,DEMINDELC,1,2063,905.6253
RE1,DEMINDELC,1,2064,915.7274
RE1,DEMINDELC,1,2065,925.9422
RE1,DEMINDELC,1,2066,936.2709
RE1,DEMINDELC,1,2067,946.7149
RE1,DEMINDELC,1,2068,957.2754
RE1,DEMINDELC,1,2069,967.9536
RE1,DEMINDELC,1,2070,978.751
RE1,DEMINDHEBIO,1,2015,384.4332
RE1,DEMINDHEBIO,1,2016,384.4332
RE1,DEMINDHEBIO,1,2017,384.4332
RE1,DEMINDHEBIO,1,2018,384.4332
RE1,DEMINDHEBIO,1,2019,384.4332
RE1,DEMINDHEBIO,1,2020,384.4332
RE1,DEMINDHEBIO,1,2021,384.4332
RE1,DEMINDHEBIO,1,2022,430.6414
RE1,DEMINDHEBIO,1,2023,436.8476
RE1,DEMINDHEBIO,1,2024,443.0455
RE1,DEMINDHEBIO,1,2025,449.2357
RE1,DEMINDHEBIO,1,2026,456.0698
RE1,DEMINDHEBIO,1,2027,462.8953
RE1,DEMINDHEBIO,1,2028,469.7126
RE1,DEMINDHEBIO,1,2029,476.5222
RE1,DEMINDHEBIO,1,2030,483.3244
RE1,DEMINDHEBIO,1,2031,489.4573
RE1,DEMINDHEBIO,1,2032,495.5783
RE1,DEMINDHEBIO,1,2033,501.6882
RE1,DEMINDHEBIO,1,2034,507.7874
RE1,DEMINDHEBIO,1,2035,513.8767
RE1,DEMINDHEBIO,1,2036,519.2227
RE1,DEMINDHEBIO,1,2037,524.563
RE1,DEMINDHEBIO,1,2038,529.8978
RE1,DEMINDHEBIO,1,2039,535.2274
RE1,DEMINDHEBIO,1,2040,540.5518
RE1,DEMINDHEBIO,1,2041,546.0995
RE1,DEMINDHEBIO,1,2042,551.6435
RE1,DEMINDHEBIO,1,2043,557.1839
RE1,DEMINDHEBIO,1,2044,562.7208
RE1,DEMINDHEBIO,1,2045,568.2543
RE1,DEMINDHEBIO,1,2046,572.5085
RE1,DEMINDHEBIO,1,2047,576.7612
RE1,DEMINDHEBIO,1,2048,581.0124
RE1,DEMINDHEBIO,1,2049,585.2622
RE1,DEMINDHEBIO,1,2050,589.5105
RE1,DEMINDHEBIO,1,2051,593.8592
RE1,DEMINDHEBIO,1,2052,598.241
RE1,DEMINDHEBIO,1,2053,602.6561
RE1,DEMINDHEBIO,1,2054,607.1048
RE1,DEMINDHEBIO,1,2055,611.5873
RE1,DEMINDHEBIO,1,2056,616.1039
RE1,DEMINDHEBIO,1,2057,620.6549
RE1,DEMINDHEBIO,1,2058,625.2405
RE1,DEMINDHEBIO,1,2059,629.8611
RE1,DEMINDHEBIO,1,2060,634.5168
RE1,DEMINDHEBIO,1,2061,639.2079
RE1,DEMINDHEBIO,1,2062,643.9348
RE1,DEMINDHEBIO,1,2063,648.6976
RE1,DEMINDHEBIO,1,2064,653.4968
RE1,DEMINDHEBIO,1,2065,658.3324
RE1,DEMINDHEBIO,1,2066,663.205
RE1,DEMINDHEBIO,1,2067,668.1146
RE1,DEMINDHEBIO,1,2068,673.0617
RE1,DEMINDHEBIO,1,2069,678.0464
RE1,DEMINDHEBIO,1,2070,683.0692
RE1,DEMRESELC,1,2015,148.2619
RE1,DEMRESELC,1,2016,148.2619
RE1,DEMRESELC,1,2017,148.2619
RE1,DEMRESELC,1,2018,148.2619
RE1,DEMRESELC,1,2019,148.2619
RE1,DEMRESELC,1,2020,148.2619
RE1,DEMRESELC,1,2021,148.2619
RE1,DEMRESELC,1,2022,218.1507
RE1,DEMRESELC,1,2023,224.38
RE1,DEMRESELC,1,2024,156.903
RE1,DEMRESELC,1,2025,236.8385
RE1,DEMRESELC,1,2026,243.5698
RE1,DEMRESELC,1,2027,250.301
RE1,DEMRESELC,1,2028,257.0323
RE1,DEMRESELC,1,2029,263.7635
RE1,DEMRESELC,1,2030,270.4948
RE1,DEMRESELC,1,2031,278.1885
RE1,DEMRESELC,1,2032,285.8823
RE1,DEMRESELC,1,2033,293.576
RE1,DEMRESELC,1,2034,301.2698
RE1,DEMRESELC,1,2035,308.9635
RE1,DEMRESELC,1,2036,315.1575
RE1,DEMRESELC,1,2037,321.3515
RE1,DEMRESELC,1,2038,327.5455
RE1,DEMRESELC,1,2039,333.7395
RE1,DEMRESELC,1,2040,339.9335
RE1,DEMRESELC,1,2041,345.9989
RE1,DEMRESELC,1,2042,352.0643
RE1,DEMRESELC,1,2043,358.1297
RE1,DEMRESELC,1,2044,364.1951
RE1,DEMRESELC,1,2045,370.2605
RE1,DEMRESELC,1,2046,374.4838
RE1,DEMRESELC,1,2047,378.7072
RE1,DEMRESELC,1,2048,382.9306
RE1,DEMRESELC,1,2049,387.154
RE1,DEMRESELC,1,2050,391.3773
RE1,DEMRESELC,1,2051,395.7431
RE1,DEMRESELC,1,2052,400.1575
RE1,DEMRESELC,1,2053,404.6212
RE1,DEMRESELC,1,2054,409.1347
RE1,DEMRESELC,1,2055,413.6986
RE1,DEMRESELC,1,2056,418.3133
RE1,DEMRESELC,1,2057,422.9795
RE1,DEMRESELC,1,2058,427.6978
RE1,DEMRESELC,1,2059,432.4687
RE1,DEMRESELC,1,2060,437.2928
RE1,DEMRESELC,1,2061,442.1707
RE1,DEMRESELC,1,2062,447.1031
RE1,DEMRESELC,1,2063,452.0905
RE1,DEMRESELC,1,2064,457.1335
RE1,DEMRESELC,1,2065,462.2327
RE1,DEMRESELC,1,2066,467.3888
RE1,DEMRESELC,1,2067,472.6025
RE1,DEMRESELC,1,2068,477.8743
RE1,DEMRESELC,1,2069,483.2049
RE1,DEMRESELC,1,2070,488.595
RE1,DEMRESCKNELC,1,2015,7.0099
RE1,DEMRESCKNELC,1,2016,6.6639
RE1,DEMRESCKNELC,1,2017,6.762
RE1,DEMRESCKNELC,1,2018,7.0044
RE1,DEMRESCKNELC,1,2019,6.6542
RE1,DEMRESCKNELC,1,2020,6.304
RE1,DEMRESCKNELC,1,2021,5.9538
RE1,DEMRESCKNELC,1,2022,2.1792
RE1,DEMRESCKNELC,1,2025,4.5529
RE1,DEMRESCKNELC,1,2026,4.2027
RE1,DEMRESCKNELC,1,2027,3.8524
RE1,DEMRESCKNELC,1,2028,3.5022
RE1,DEMRESCKNELC,1,2029,3.152
RE1,DEMRESCKNELC,1,2030,2.8018
RE1,DEMRESCKNELC,1,2031,2.4516
RE1,DEMRESCKNELC,1,2032,2.1013
RE1,DEMRESCKNELC,1,2033,1.7511
RE1,DEMRESCKNELC,1,2034,1.4009
RE1,DEMRESCKNELC,1,2035,1.0507
RE1,DEMRESCKNELC,1,2036,0.7004
RE1,DEMRESCKNELC,1,2037,0.3502
RE1,DEMRESCKNOIL,1,2015,67.58
RE1,DEMRESCKNOIL,1,2016,71.5205
RE1,DEMRESCKNOIL,1,2017,70.4032
RE1,DEMRESCKNOIL,1,2018,67.6426
RE1,DEMRESCKNOIL,1,2019,66.1712
RE1,DEMRESCKNOIL,1,2020,64.7044
RE1,DEMRESCKNOIL,1,2021,63.7034
RE1,DEMRESCKNOIL,1,2022,133.074
RE1,DEMRESCKNOIL,1,2023,137.5534
RE1,DEMRESCKNOIL,1,2024,139.8487
RE1,DEMRESCKNOIL,1,2025,137.5867
RE1,DEMRESCKNOIL,1,2026,140.4474
RE1,DEMRESCKNOIL,1,2027,143.3032
RE1,DEMRESCKNOIL,1,2028,146.1541
RE1,DEMRESCKNOIL,1,2029,149.0006
RE1,DEMRESCKNOIL,1,2030,151.8428
RE1,DEMRESCKNOIL,1,2031,154.4752
RE1,DEMRESCKNOIL,1,2032,157.1008
RE1,DEMRESCKNOIL,1,2033,159.7198
RE1,DEMRESCKNOIL,1,2034,162.3327
RE1,DEMRESCKNOIL,1,2035,164.9397
RE1,DEMRESCKNOIL,1,2036,167.254
RE1,DEMRESCKNOIL,1,2037,169.5649
RE1,DEMRESCKNOIL,1,2038,171.8726
RE1,DEMRESCKNOIL,1,2039,173.8271
RE1,DEMRESCKNOIL,1,2040,175.7786
RE1,DEMRESCKNOIL,1,2041,177.727
RE1,DEMRESCKNOIL,1,2042,179.6732
RE1,DEMRESCKNOIL,1,2043,181.6173
RE1,DEMRESCKNOIL,1,2044,183.5594
RE1,DEMRESCKNOIL,1,2045,185.4995
RE1,DEMRESCKNOIL,1,2046,186.9697
RE1,DEMRESCKNOIL,1,2047,188.439
RE1,DEMRESCKNOIL,1,2048,189.9074
RE1,DEMRESCKNOIL,1,2049,191.3751
RE1,DEMRESCKNOIL,1,2050,192.8419
RE1,DEMRESCKNOIL,1,2051,194.3449
RE1,DEMRESCKNOIL,1,2052,195.8596
RE1,DEMRESCKNOIL,1,2053,197.3861
RE1,DEMRESCKNOIL,1,2054,198.9246
RE1,DEMRESCKNOIL,1,2055,200.475
RE1,DEMRESCKNOIL,1,2056,202.0375
RE1,DEMRESCKNOIL,1,2057,203.6121
RE1,DEMRESCKNOIL,1,2058,205.1991
RE1,DEMRESCKNOIL,1,2059,206.7984
RE1,DEMRESCKNOIL,1,2060,208.4102
RE1,DEMRESCKNOIL,1,2061,210.0345
RE1,DEMRESCKNOIL,1,2062,211.6715
RE1,DEMRESCKNOIL,1,2063,213.3213
RE1,DEMRESCKNOIL,1,2064,214.9839
RE1,DEMRESCKNOIL,1,2065,216.6595
RE1,DEMRESCKNOIL,1,2066,218.3482
RE1,DEMRESCKNOIL,1,2067,220.05
RE1,DEMRESCKNOIL,1,2068,221.765
RE1,DEMRESCKNOIL,1,2069,223.4935
RE1,DEMRESCKNOIL,1,2070,225.2354
RE1,DEMRESCKNBIO,1,2015,72.8133
RE1,DEMRESCKNBIO,1,2016,69.2189
RE1,DEMRESCKNBIO,1,2017,70.238
RE1,DEMRESCKNBIO,1,2018,72.7562
RE1,DEMRESCKNBIO,1,2019,74.5779
RE1,DEMRESCKNBIO,1,2020,76.3949
RE1,DEMRESCKNBIO,1,2021,77.7461
RE1,DEMRESCKNBIO,1,2022,79.0942
RE1,DEMRESCKNBIO,1,2023,80.4393
RE1,DEMRESCKNBIO,1,2024,81.7816
RE1,DEMRESCKNBIO,1,2025,83.1212
RE1,DEMRESCKNBIO,1,2026,84.5894
RE1,DEMRESCKNBIO,1,2027,86.0545
RE1,DEMRESCKNBIO,1,2028,87.5169
RE1,DEMRESCKNBIO,1,2029,88.9767
RE1,DEMRESCKNBIO,1,2030,90.434
RE1,DEMRESCKNBIO,1,2031,91.7686
